
"22/06/2020 12:04:18"
"Time"	"CO2B um/m"	"H2OB mm/m"	"T C"	"P kPa"	"RH %"	"Flow V"
2020-06-22 12:04:19	65.39	0.824	30.191	102.385	4.34	0.4349
2020-06-22 12:04:19	63.44	0.790	30.191	102.386	4.34	0.4348
2020-06-22 12:04:20	61.49	0.753	30.192	102.388	4.34	0.4339
2020-06-22 12:04:20	59.65	0.718	30.191	102.385	4.34	0.4330
2020-06-22 12:04:21	57.81	0.685	30.190	102.381	4.34	0.4321
2020-06-22 12:04:21	56.05	0.651	30.193	102.387	4.34	0.4329
2020-06-22 12:04:22	54.38	0.616	30.192	102.385	4.34	0.4341
2020-06-22 12:04:22	52.72	0.586	30.192	102.382	4.34	0.4347
2020-06-22 12:04:23	51.13	0.556	30.193	102.383	4.34	0.4347
2020-06-22 12:04:23	49.54	0.526	30.193	102.388	4.34	0.4349
2020-06-22 12:04:24	48.07	0.497	30.193	102.384	4.34	0.4364
2020-06-22 12:04:24	46.62	0.470	30.195	102.385	4.34	0.4377
2020-06-22 12:04:25	45.21	0.443	30.193	102.385	4.34	0.4387
2020-06-22 12:04:25	43.79	0.414	30.193	102.387	4.34	0.4378
2020-06-22 12:04:26	42.47	0.388	30.193	102.387	4.34	0.4370
2020-06-22 12:04:26	41.21	0.364	30.191	102.385	4.34	0.4376
2020-06-22 12:04:27	39.93	0.339	30.191	102.387	4.34	0.4386
2020-06-22 12:04:27	38.72	0.317	30.192	102.386	4.34	0.4393
2020-06-22 12:04:28	37.55	0.291	30.191	102.386	4.34	0.4408
2020-06-22 12:04:28	36.40	0.271	30.191	102.387	4.34	0.4423
2020-06-22 12:04:29	35.30	0.249	30.192	102.385	4.34	0.4431
2020-06-22 12:04:29	34.23	0.226	30.192	102.386	4.34	0.4434
2020-06-22 12:04:30	33.21	0.206	30.193	102.387	4.34	0.4440
2020-06-22 12:04:30	32.22	0.185	30.191	102.385	4.34	0.4438
2020-06-22 12:04:31	31.24	0.164	30.191	102.386	4.34	0.4428
2020-06-22 12:04:31	30.29	0.144	30.193	102.386	4.34	0.4426
2020-06-22 12:04:32	29.41	0.126	30.192	102.385	4.34	0.4430
2020-06-22 12:04:32	28.50	0.108	30.190	102.384	4.34	0.4435
2020-06-22 12:04:33	27.67	0.090	30.191	102.386	4.34	0.4433
2020-06-22 12:04:33	26.85	0.073	30.192	102.388	4.34	0.4435
2020-06-22 12:04:34	26.08	0.055	30.191	102.385	4.34	0.4442
2020-06-22 12:04:34	25.29	0.037	30.191	102.386	4.34	0.4448
2020-06-22 12:04:35	24.53	0.022	30.191	102.388	4.35	0.4457
2020-06-22 12:04:35	23.84	0.006	30.191	102.387	4.34	0.4466
2020-06-22 12:04:36	23.14	-0.008	30.191	102.385	4.34	0.4469
2020-06-22 12:04:36	22.50	-0.024	30.191	102.383	4.34	0.4474
2020-06-22 12:04:37	21.87	-0.039	30.190	102.382	4.34	0.4477
2020-06-22 12:04:37	21.23	-0.051	30.189	102.382	4.34	0.4472
2020-06-22 12:04:38	20.64	-0.065	30.189	102.382	4.34	0.4459
2020-06-22 12:04:38	20.08	-0.079	30.188	102.384	4.34	0.4448
2020-06-22 12:04:39	19.53	-0.093	30.188	102.385	4.34	0.4437
2020-06-22 12:04:39	18.98	-0.106	30.187	102.385	4.34	0.4413
2020-06-22 12:04:40	18.48	-0.118	30.188	102.385	4.34	0.4402
2020-06-22 12:04:40	17.98	-0.131	30.187	102.388	4.34	0.4394
2020-06-22 12:04:41	17.51	-0.142	30.187	102.387	4.34	0.4388
2020-06-22 12:04:41	17.06	-0.154	30.186	102.386	4.34	0.4392
2020-06-22 12:04:42	16.58	-0.164	30.187	102.384	4.34	0.4389
2020-06-22 12:04:42	16.17	-0.174	30.186	102.387	4.34	0.4377
2020-06-22 12:04:43	15.74	-0.184	30.186	102.382	4.34	0.4374
2020-06-22 12:04:43	15.35	-0.196	30.186	102.382	4.35	0.4366
2020-06-22 12:04:44	14.99	-0.205	30.187	102.384	4.34	0.4364
2020-06-22 12:04:44	14.61	-0.216	30.186	102.386	4.34	0.4370
2020-06-22 12:04:45	14.22	-0.225	30.185	102.384	4.34	0.4364
2020-06-22 12:04:45	13.90	-0.234	30.186	102.386	4.35	0.4371
2020-06-22 12:04:46	13.56	-0.242	30.186	102.384	4.34	0.4379
2020-06-22 12:04:46	13.24	-0.251	30.186	102.384	4.34	0.4382
2020-06-22 12:04:47	12.96	-0.259	30.184	102.384	4.34	0.4382
2020-06-22 12:04:47	12.62	-0.268	30.185	102.385	4.34	0.4387
2020-06-22 12:04:48	12.33	-0.278	30.187	102.385	4.34	0.4382
2020-06-22 12:04:48	12.09	-0.284	30.186	102.384	4.34	0.4371
2020-06-22 12:04:49	11.79	-0.292	30.186	102.383	4.34	0.4363
2020-06-22 12:04:49	11.55	-0.298	30.185	102.385	4.34	0.4354
2020-06-22 12:04:50	11.32	-0.305	30.184	102.383	4.34	0.4355
2020-06-22 12:04:50	11.04	-0.311	30.185	102.384	4.34	0.4363
2020-06-22 12:04:51	10.85	-0.320	30.186	102.384	4.34	0.4375
2020-06-22 12:04:51	10.63	-0.327	30.185	102.384	4.34	0.4392
2020-06-22 12:04:52	10.41	-0.333	30.185	102.384	4.35	0.4391
2020-06-22 12:04:52	10.18	-0.339	30.185	102.382	4.34	0.4376
2020-06-22 12:04:53	10.02	-0.346	30.185	102.384	4.35	0.4377
2020-06-22 12:04:53	9.84	-0.353	30.186	102.384	4.34	0.4377
2020-06-22 12:04:54	9.63	-0.359	30.184	102.384	4.35	0.4370
2020-06-22 12:04:54	9.48	-0.365	30.184	102.384	4.34	0.4375
2020-06-22 12:04:55	9.29	-0.369	30.183	102.382	4.34	0.4391
2020-06-22 12:04:55	9.12	-0.376	30.186	102.384	4.34	0.4395
2020-06-22 12:04:56	8.96	-0.381	30.186	102.383	4.34	0.4397
2020-06-22 12:04:56	8.84	-0.386	30.185	102.384	4.34	0.4402
2020-06-22 12:04:57	8.69	-0.389	30.186	102.386	4.34	0.4403
2020-06-22 12:04:57	8.55	-0.394	30.185	102.384	4.34	0.4388
2020-06-22 12:04:58	8.41	-0.400	30.187	102.383	4.34	0.4384
2020-06-22 12:04:58	8.30	-0.405	30.186	102.385	4.35	0.4372
2020-06-22 12:04:59	8.19	-0.409	30.185	102.383	4.34	0.4353
2020-06-22 12:04:59	8.05	-0.416	30.186	102.384	4.34	0.4339
2020-06-22 12:05:00	7.91	-0.416	30.188	102.384	4.35	0.4331
2020-06-22 12:05:00	7.81	-0.420	30.187	102.383	4.34	0.4324
2020-06-22 12:05:01	7.73	-0.424	30.185	102.385	4.34	0.4318
2020-06-22 12:05:01	7.62	-0.429	30.187	102.384	4.35	0.4312
2020-06-22 12:05:02	7.51	-0.433	30.187	102.386	4.34	0.4318
2020-06-22 12:05:02	7.43	-0.437	30.187	102.386	4.35	0.4331
2020-06-22 12:05:03	7.34	-0.441	30.187	102.383	4.35	0.4336
2020-06-22 12:05:03	7.25	-0.443	30.186	102.384	4.34	0.4342
2020-06-22 12:05:04	7.20	-0.446	30.186	102.385	4.35	0.4345
2020-06-22 12:05:04	7.10	-0.452	30.187	102.386	4.34	0.4346
2020-06-22 12:05:05	7.04	-0.452	30.187	102.387	4.34	0.4358
2020-06-22 12:05:05	6.95	-0.456	30.188	102.387	4.34	0.4369
2020-06-22 12:05:06	6.86	-0.457	30.188	102.386	4.34	0.4376
2020-06-22 12:05:06	6.80	-0.463	30.187	102.384	4.34	0.4400
2020-06-22 12:05:07	6.76	-0.466	30.188	102.389	4.34	0.4427
2020-06-22 12:05:07	6.70	-0.466	30.189	102.386	4.34	0.4451
2020-06-22 12:05:08	6.64	-0.469	30.188	102.384	4.35	0.4471
2020-06-22 12:05:08	6.58	-0.473	30.188	102.385	4.35	0.4487
2020-06-22 12:05:09	6.54	-0.474	30.188	102.386	4.35	0.4489
2020-06-22 12:05:09	6.49	-0.475	30.187	102.383	4.35	0.4478
2020-06-22 12:05:10	6.44	-0.479	30.188	102.384	4.34	0.4474
2020-06-22 12:05:10	6.39	-0.481	30.188	102.387	4.35	0.4464
2020-06-22 12:05:11	6.36	-0.484	30.188	102.384	4.35	0.4455
2020-06-22 12:05:11	6.30	-0.486	30.187	102.385	4.35	0.4449
2020-06-22 12:05:12	6.29	-0.490	30.189	102.384	4.34	0.4451
2020-06-22 12:05:12	6.25	-0.493	30.188	102.386	4.34	0.4451
2020-06-22 12:05:13	6.20	-0.494	30.188	102.384	4.34	0.4426
2020-06-22 12:05:13	6.18	-0.497	30.188	102.383	4.35	0.4394
2020-06-22 12:05:14	6.15	-0.498	30.187	102.385	4.35	0.4366
2020-06-22 12:05:14	6.15	-0.500	30.188	102.386	4.34	0.4346
2020-06-22 12:05:15	6.06	-0.501	30.188	102.386	4.34	0.4334
2020-06-22 12:05:15	6.10	-0.502	30.187	102.386	4.35	0.4321
2020-06-22 12:05:16	6.03	-0.504	30.189	102.388	4.35	0.4325
2020-06-22 12:05:16	6.03	-0.505	30.188	102.384	4.35	0.4325
2020-06-22 12:05:17	6.02	-0.510	30.189	102.388	4.35	0.4332
2020-06-22 12:05:17	5.99	-0.510	30.188	102.386	4.35	0.4333
2020-06-22 12:05:18	5.96	-0.512	30.188	102.388	4.35	0.4334
2020-06-22 12:05:18	5.94	-0.511	30.189	102.385	4.35	0.4334
2020-06-22 12:05:19	5.91	-0.512	30.189	102.383	4.35	0.4333
2020-06-22 12:05:19	5.94	-0.515	30.189	102.385	4.35	0.4331
2020-06-22 12:05:20	5.87	-0.518	30.191	102.386	4.34	0.4326
2020-06-22 12:05:20	5.89	-0.518	30.191	102.386	4.35	0.4326
2020-06-22 12:05:21	5.87	-0.521	30.190	102.387	4.35	0.4345
2020-06-22 12:05:21	5.87	-0.521	30.190	102.386	4.35	0.4375
2020-06-22 12:05:22	5.85	-0.523	30.189	102.387	4.35	0.4408
2020-06-22 12:05:22	5.87	-0.523	30.191	102.387	4.35	0.4448
2020-06-22 12:05:23	5.83	-0.525	30.193	102.385	4.34	0.4476
2020-06-22 12:05:23	5.84	-0.526	30.193	102.386	4.35	0.4468
2020-06-22 12:05:24	5.84	-0.529	30.192	102.386	4.34	0.4450
2020-06-22 12:05:24	5.81	-0.530	30.191	102.387	4.34	0.4439
2020-06-22 12:05:25	5.82	-0.531	30.192	102.384	4.35	0.4446
2020-06-22 12:05:25	5.80	-0.531	30.191	102.385	4.34	0.4447
2020-06-22 12:05:26	5.80	-0.531	30.190	102.385	4.34	0.4452
2020-06-22 12:05:26	5.82	-0.531	30.191	102.384	4.35	0.4453
2020-06-22 12:05:27	5.81	-0.532	30.190	102.386	4.34	0.4461
2020-06-22 12:05:27	5.83	-0.534	30.190	102.387	4.35	0.4490
2020-06-22 12:05:28	5.81	-0.536	30.191	102.385	4.35	0.4515
2020-06-22 12:05:28	5.78	-0.536	30.191	102.385	4.34	0.4543
2020-06-22 12:05:29	5.80	-0.536	30.192	102.388	4.35	0.4571
2020-06-22 12:05:29	5.79	-0.538	30.192	102.384	4.35	0.4582
2020-06-22 12:05:30	5.81	-0.538	30.193	102.386	4.35	0.4553
2020-06-22 12:05:30	5.82	-0.539	30.192	102.384	4.35	0.4532
2020-06-22 12:05:31	5.83	-0.540	30.191	102.384	4.34	0.4508
2020-06-22 12:05:31	5.82	-0.542	30.191	102.385	4.34	0.4478
2020-06-22 12:05:32	5.84	-0.543	30.191	102.385	4.34	0.4449
2020-06-22 12:05:32	5.81	-0.543	30.192	102.387	4.35	0.4433
2020-06-22 12:05:33	5.84	-0.544	30.193	102.386	4.35	0.4421
2020-06-22 12:05:33	5.85	-0.545	30.192	102.383	4.34	0.4413
2020-06-22 12:05:34	5.83	-0.543	30.193	102.384	4.34	0.4407
2020-06-22 12:05:34	5.82	-0.543	30.192	102.381	4.35	0.4404
2020-06-22 12:05:35	5.83	-0.545	30.192	102.382	4.34	0.4410
2020-06-22 12:05:35	5.85	-0.547	30.193	102.384	4.35	0.4420
2020-06-22 12:05:36	5.86	-0.547	30.191	102.387	4.34	0.4424
2020-06-22 12:05:36	5.87	-0.546	30.191	102.384	4.35	0.4419
2020-06-22 12:05:37	5.88	-0.547	30.191	102.384	4.34	0.4418
2020-06-22 12:05:37	5.88	-0.549	30.190	102.385	4.34	0.4416
2020-06-22 12:05:38	5.89	-0.551	30.192	102.383	4.35	0.4413
2020-06-22 12:05:38	5.92	-0.550	30.190	102.386	4.34	0.4417
2020-06-22 12:05:39	5.94	-0.550	30.190	102.387	4.34	0.4419
2020-06-22 12:05:39	5.92	-0.552	30.190	102.383	4.34	0.4408
2020-06-22 12:05:40	5.95	-0.553	30.189	102.385	4.35	0.4403
2020-06-22 12:05:40	5.93	-0.552	30.189	102.385	4.34	0.4411
2020-06-22 12:05:41	5.95	-0.554	30.190	102.386	4.35	0.4421
2020-06-22 12:05:41	5.96	-0.553	30.191	102.383	4.34	0.4434
2020-06-22 12:05:42	5.96	-0.554	30.189	102.384	4.34	0.4442
2020-06-22 12:05:42	5.98	-0.554	30.188	102.383	4.35	0.4447
2020-06-22 12:05:43	6.01	-0.555	30.189	102.384	4.35	0.4453
2020-06-22 12:05:43	5.97	-0.556	30.191	102.386	4.35	0.4453
2020-06-22 12:05:44	6.02	-0.555	30.190	102.384	4.34	0.4454
2020-06-22 12:05:44	6.02	-0.555	30.190	102.386	4.34	0.4452
2020-06-22 12:05:45	6.06	-0.558	30.190	102.384	4.35	0.4447
2020-06-22 12:05:45	6.04	-0.559	30.190	102.384	4.35	0.4444
2020-06-22 12:05:46	6.04	-0.558	30.192	102.385	4.35	0.4440
2020-06-22 12:05:46	6.07	-0.558	30.192	102.387	4.34	0.4443
2020-06-22 12:05:47	6.10	-0.559	30.190	102.385	4.35	0.4452
2020-06-22 12:05:47	6.08	-0.560	30.190	102.384	4.35	0.4463
2020-06-22 12:05:48	6.08	-0.560	30.190	102.386	4.35	0.4467
2020-06-22 12:05:48	6.08	-0.562	30.190	102.386	4.34	0.4470
2020-06-22 12:05:49	6.09	-0.563	30.192	102.383	4.35	0.4476
2020-06-22 12:05:49	6.13	-0.561	30.192	102.384	4.35	0.4485
2020-06-22 12:05:50	6.13	-0.560	30.193	102.384	4.35	0.4498
2020-06-22 12:05:50	6.16	-0.562	30.193	102.384	4.35	0.4515
2020-06-22 12:05:51	6.13	-0.563	30.194	102.385	4.35	0.4538
2020-06-22 12:05:51	6.16	-0.565	30.196	102.385	4.35	0.4566
2020-06-22 12:05:52	6.14	-0.565	30.193	102.386	4.35	0.4606
2020-06-22 12:05:52	6.16	-0.564	30.193	102.387	4.35	0.4650
2020-06-22 12:05:53	6.18	-0.565	30.193	102.386	4.35	0.4692
2020-06-22 12:05:53	6.17	-0.565	30.192	102.385	4.35	0.4729
2020-06-22 12:05:54	6.18	-0.564	30.192	102.385	4.35	0.4761
2020-06-22 12:05:54	6.20	-0.566	30.192	102.385	4.35	0.4788
2020-06-22 12:05:55	6.19	-0.563	30.192	102.387	4.35	0.4810
2020-06-22 12:05:55	6.22	-0.565	30.192	102.388	4.34	0.4826
2020-06-22 12:05:56	6.23	-0.566	30.191	102.386	4.35	0.4837
2020-06-22 12:05:56	6.24	-0.565	30.193	102.386	4.35	0.4847
2020-06-22 12:05:57	6.26	-0.563	30.191	102.387	4.35	0.4855
2020-06-22 12:05:57	6.26	-0.566	30.190	102.386	4.35	0.4858
2020-06-22 12:05:58	6.29	-0.566	30.191	102.386	4.35	0.4859
2020-06-22 12:05:58	6.30	-0.567	30.189	102.385	4.35	0.4859
2020-06-22 12:05:59	6.31	-0.567	30.191	102.383	4.35	0.4859
2020-06-22 12:05:59	6.30	-0.566	30.190	102.383	4.34	0.4858
2020-06-22 12:06:00	6.32	-0.567	30.190	102.385	4.35	0.4853
2020-06-22 12:06:00	6.35	-0.565	30.188	102.384	4.35	0.4833
2020-06-22 12:06:01	6.35	-0.564	30.191	102.386	4.35	0.4754
2020-06-22 12:06:01	6.38	-0.564	30.191	102.387	4.35	0.4673
2020-06-22 12:06:02	6.38	-0.564	30.191	102.386	4.35	0.4610
2020-06-22 12:06:02	6.36	-0.564	30.190	102.386	4.35	0.4563
2020-06-22 12:06:03	6.38	-0.565	30.190	102.385	4.35	0.4537
2020-06-22 12:06:03	6.39	-0.562	30.189	102.384	4.35	0.4540
2020-06-22 12:06:04	6.39	-0.565	30.190	102.388	4.35	0.4527
2020-06-22 12:06:04	6.39	-0.566	30.190	102.385	4.35	0.4522
2020-06-22 12:06:05	6.41	-0.566	30.190	102.384	4.35	0.4531
2020-06-22 12:06:05	6.43	-0.567	30.189	102.384	4.35	0.4565
2020-06-22 12:06:06	6.44	-0.566	30.189	102.384	4.35	0.4559
2020-06-22 12:06:06	6.46	-0.566	30.188	102.386	4.35	0.4501
2020-06-22 12:06:07	6.43	-0.566	30.188	102.385	4.35	0.4447
2020-06-22 12:06:07	6.47	-0.564	30.189	102.385	4.35	0.4417
2020-06-22 12:06:08	6.45	-0.566	30.187	102.386	4.34	0.4383
2020-06-22 12:06:08	6.48	-0.564	30.186	102.389	4.35	0.4336
2020-06-22 12:06:09	6.48	-0.566	30.186	102.387	4.35	0.4303
2020-06-22 12:06:09	6.48	-0.565	30.185	102.386	4.35	0.4317
2020-06-22 12:06:10	6.49	-0.566	30.185	102.385	4.35	0.4294
2020-06-22 12:06:10	6.50	-0.566	30.184	102.386	4.35	0.4266
2020-06-22 12:06:11	6.52	-0.566	30.183	102.388	4.34	0.4248
2020-06-22 12:06:11	6.50	-0.567	30.184	102.388	4.35	0.4237
2020-06-22 12:06:12	6.51	-0.568	30.184	102.386	4.35	0.4229
2020-06-22 12:06:12	6.51	-0.569	30.186	102.386	4.35	0.4228
2020-06-22 12:06:13	6.55	-0.569	30.184	102.388	4.34	0.4229
2020-06-22 12:06:13	6.54	-0.568	30.184	102.386	4.35	0.4249
2020-06-22 12:06:14	6.55	-0.567	30.185	102.388	4.35	0.4287
2020-06-22 12:06:14	6.55	-0.568	30.183	102.387	4.35	0.4319
2020-06-22 12:06:15	6.54	-0.567	30.185	102.386	4.35	0.4326
2020-06-22 12:06:15	6.57	-0.568	30.185	102.386	4.35	0.4315
2020-06-22 12:06:16	6.54	-0.568	30.184	102.386	4.35	0.4304
2020-06-22 12:06:16	6.59	-0.568	30.183	102.387	4.35	0.4290
2020-06-22 12:06:17	6.59	-0.569	30.183	102.385	4.34	0.4277
2020-06-22 12:06:17	6.59	-0.569	30.184	102.385	4.35	0.4270
2020-06-22 12:06:18	6.58	-0.567	30.184	102.386	4.34	0.4262
2020-06-22 12:06:18	6.61	-0.568	30.185	102.387	4.35	0.4266
2020-06-22 12:06:19	6.59	-0.568	30.186	102.386	4.35	0.4270
2020-06-22 12:06:19	6.61	-0.569	30.184	102.386	4.35	0.4265
2020-06-22 12:06:20	6.58	-0.571	30.184	102.388	4.35	0.4263
2020-06-22 12:06:20	6.63	-0.569	30.185	102.385	4.35	0.4262
2020-06-22 12:06:21	6.63	-0.568	30.183	102.385	4.35	0.4261
2020-06-22 12:06:21	6.64	-0.568	30.183	102.383	4.35	0.4264
2020-06-22 12:06:22	6.64	-0.569	30.184	102.386	4.35	0.4259
2020-06-22 12:06:22	6.64	-0.569	30.183	102.386	4.35	0.4253
2020-06-22 12:06:23	6.63	-0.570	30.183	102.389	4.35	0.4251
2020-06-22 12:06:23	6.66	-0.569	30.183	102.385	4.35	0.4245
2020-06-22 12:06:24	6.64	-0.570	30.184	102.389	4.35	0.4240
2020-06-22 12:06:24	6.65	-0.569	30.185	102.387	4.34	0.4233
2020-06-22 12:06:25	6.65	-0.570	30.185	102.387	4.34	0.4230
2020-06-22 12:06:25	6.66	-0.570	30.187	102.388	4.34	0.4231
2020-06-22 12:06:26	6.67	-0.571	30.185	102.386	4.35	0.4236
2020-06-22 12:06:26	6.68	-0.570	30.185	102.387	4.35	0.4235
2020-06-22 12:06:27	6.69	-0.570	30.186	102.389	4.35	0.4239
2020-06-22 12:06:27	6.67	-0.571	30.184	102.387	4.34	0.4246
2020-06-22 12:06:28	6.68	-0.570	30.186	102.388	4.35	0.4247
2020-06-22 12:06:28	6.69	-0.571	30.185	102.387	4.35	0.4249
2020-06-22 12:06:29	6.68	-0.571	30.185	102.386	4.35	0.4253
2020-06-22 12:06:29	6.69	-0.570	30.184	102.385	4.35	0.4255
2020-06-22 12:06:30	6.66	-0.569	30.183	102.386	4.35	0.4256
2020-06-22 12:06:30	6.71	-0.569	30.184	102.385	4.35	0.4260
2020-06-22 12:06:31	6.67	-0.571	30.183	102.384	4.35	0.4265
2020-06-22 12:06:31	6.70	-0.571	30.183	102.384	4.34	0.4267
2020-06-22 12:06:32	6.69	-0.571	30.182	102.387	4.35	0.4267
2020-06-22 12:06:32	6.73	-0.569	30.182	102.389	4.35	0.4271
2020-06-22 12:06:33	6.69	-0.569	30.182	102.389	4.35	0.4273
2020-06-22 12:06:33	6.73	-0.570	30.182	102.388	4.35	0.4281
2020-06-22 12:06:34	6.72	-0.571	30.183	102.385	4.35	0.4288
2020-06-22 12:06:34	6.71	-0.568	30.183	102.385	4.35	0.4291
2020-06-22 12:06:35	6.72	-0.569	30.184	102.388	4.35	0.4294
2020-06-22 12:06:35	6.75	-0.569	30.184	102.389	4.35	0.4283
2020-06-22 12:06:36	6.71	-0.570	30.184	102.386	4.34	0.4245
2020-06-22 12:06:36	6.74	-0.569	30.185	102.386	4.34	0.4227
2020-06-22 12:06:37	6.72	-0.571	30.185	102.387	4.35	0.4226
2020-06-22 12:06:37	6.73	-0.570	30.186	102.388	4.35	0.4225
2020-06-22 12:06:38	6.73	-0.570	30.187	102.389	4.35	0.4238
2020-06-22 12:06:38	6.74	-0.569	30.187	102.389	4.35	0.4263
2020-06-22 12:06:39	6.72	-0.569	30.187	102.388	4.35	0.4281
2020-06-22 12:06:39	6.75	-0.571	30.189	102.387	4.35	0.4299
2020-06-22 12:06:40	6.74	-0.570	30.188	102.389	4.35	0.4311
2020-06-22 12:06:40	6.73	-0.569	30.186	102.390	4.35	0.4332
2020-06-22 12:06:41	6.72	-0.570	30.185	102.388	4.35	0.4356
2020-06-22 12:06:41	6.75	-0.571	30.186	102.389	4.34	0.4386
2020-06-22 12:06:42	6.75	-0.570	30.186	102.388	4.34	0.4406
2020-06-22 12:06:42	6.72	-0.570	30.186	102.388	4.34	0.4374
2020-06-22 12:06:43	6.75	-0.569	30.186	102.386	4.35	0.4342
2020-06-22 12:06:43	6.74	-0.570	30.184	102.388	4.35	0.4306
2020-06-22 12:06:44	6.73	-0.572	30.184	102.388	4.35	0.4275
2020-06-22 12:06:44	6.77	-0.571	30.184	102.389	4.35	0.4252
2020-06-22 12:06:45	6.76	-0.570	30.183	102.388	4.35	0.4232
2020-06-22 12:06:45	6.74	-0.570	30.185	102.388	4.35	0.4223
2020-06-22 12:06:46	6.74	-0.571	30.184	102.386	4.34	0.4232
2020-06-22 12:06:46	6.73	-0.570	30.182	102.388	4.35	0.4241
2020-06-22 12:06:47	6.73	-0.571	30.182	102.386	4.35	0.4243
2020-06-22 12:06:47	6.74	-0.572	30.183	102.386	4.35	0.4242
2020-06-22 12:06:48	6.76	-0.572	30.181	102.389	4.35	0.4243
2020-06-22 12:06:48	6.74	-0.571	30.182	102.387	4.34	0.4257
2020-06-22 12:06:49	6.73	-0.570	30.181	102.387	4.35	0.4261
2020-06-22 12:06:49	6.74	-0.572	30.180	102.387	4.35	0.4264
2020-06-22 12:06:50	6.73	-0.571	30.180	102.388	4.35	0.4262
2020-06-22 12:06:50	6.78	-0.571	30.180	102.389	4.35	0.4255
2020-06-22 12:06:51	6.73	-0.570	30.180	102.387	4.35	0.4247
2020-06-22 12:06:51	6.72	-0.571	30.179	102.386	4.35	0.4240
2020-06-22 12:06:52	6.73	-0.570	30.180	102.388	4.35	0.4240
2020-06-22 12:06:52	6.72	-0.571	30.181	102.388	4.35	0.4247
2020-06-22 12:06:53	6.72	-0.570	30.181	102.389	4.35	0.4244
2020-06-22 12:06:53	6.71	-0.572	30.180	102.388	4.35	0.4241
2020-06-22 12:06:54	6.71	-0.572	30.179	102.391	4.35	0.4251
2020-06-22 12:06:54	6.72	-0.572	30.179	102.387	4.35	0.4257
2020-06-22 12:06:55	6.72	-0.573	30.180	102.386	4.35	0.4245
2020-06-22 12:06:55	6.72	-0.574	30.182	102.387	4.35	0.4231
2020-06-22 12:06:56	6.75	-0.574	30.182	102.390	4.34	0.4215
2020-06-22 12:06:56	6.69	-0.574	30.183	102.387	4.35	0.4202
2020-06-22 12:06:57	6.68	-0.571	30.182	102.389	4.35	0.4180
2020-06-22 12:06:57	6.72	-0.570	30.182	102.387	4.35	0.4171
2020-06-22 12:06:58	6.70	-0.572	30.182	102.389	4.35	0.4167
2020-06-22 12:06:58	6.72	-0.572	30.182	102.386	4.35	0.4162
2020-06-22 12:06:59	6.71	-0.573	30.181	102.387	4.34	0.4164
2020-06-22 12:06:59	6.67	-0.574	30.182	102.388	4.34	0.4162
2020-06-22 12:07:00	6.71	-0.571	30.181	102.390	4.34	0.4160
2020-06-22 12:07:00	6.70	-0.573	30.181	102.391	4.34	0.4163
2020-06-22 12:07:01	6.70	-0.573	30.181	102.389	4.35	0.4161
2020-06-22 12:07:01	6.70	-0.572	30.180	102.387	4.35	0.4164
2020-06-22 12:07:02	6.67	-0.570	30.181	102.388	4.34	0.4174
2020-06-22 12:07:02	6.69	-0.569	30.181	102.389	4.35	0.4196
2020-06-22 12:07:03	6.68	-0.572	30.181	102.390	4.35	0.4230
2020-06-22 12:07:03	6.68	-0.571	30.182	102.388	4.35	0.4253
2020-06-22 12:07:04	6.70	-0.571	30.181	102.387	4.34	0.4292
2020-06-22 12:07:04	6.70	-0.570	30.181	102.388	4.34	0.4342
2020-06-22 12:07:05	6.67	-0.571	30.181	102.388	4.34	0.4406
2020-06-22 12:07:05	6.67	-0.574	30.179	102.389	4.34	0.4425
2020-06-22 12:07:06	6.66	-0.575	30.179	102.387	4.35	0.4389
2020-06-22 12:07:06	6.62	-0.574	30.180	102.388	4.35	0.4354
2020-06-22 12:07:07	6.65	-0.575	30.179	102.386	4.35	0.4332
2020-06-22 12:07:07	6.65	-0.575	30.178	102.386	4.35	0.4317
2020-06-22 12:07:08	6.65	-0.575	30.178	102.388	4.34	0.4294
2020-06-22 12:07:08	6.64	-0.574	30.178	102.389	4.34	0.4275
2020-06-22 12:07:09	6.68	-0.574	30.179	102.388	4.34	0.4261
2020-06-22 12:07:09	6.66	-0.574	30.180	102.388	4.35	0.4251
2020-06-22 12:07:10	6.69	-0.573	30.180	102.386	4.35	0.4238
2020-06-22 12:07:10	6.66	-0.571	30.180	102.387	4.35	0.4232
2020-06-22 12:07:11	6.66	-0.572	30.180	102.388	4.34	0.4232
2020-06-22 12:07:11	6.66	-0.573	30.178	102.387	4.34	0.4233
2020-06-22 12:07:12	6.65	-0.573	30.178	102.386	4.35	0.4242
2020-06-22 12:07:12	6.66	-0.572	30.179	102.388	4.34	0.4249
2020-06-22 12:07:13	6.66	-0.572	30.179	102.389	4.35	0.4254
2020-06-22 12:07:13	6.65	-0.572	30.179	102.390	4.35	0.4256
2020-06-22 12:07:14	6.67	-0.571	30.178	102.389	4.34	0.4259
2020-06-22 12:07:14	6.67	-0.570	30.178	102.387	4.35	0.4263
2020-06-22 12:07:15	6.70	-0.569	30.178	102.389	4.35	0.4259
2020-06-22 12:07:15	6.68	-0.568	30.179	102.388	4.35	0.4254
2020-06-22 12:07:16	6.68	-0.567	30.178	102.390	4.34	0.4249
2020-06-22 12:07:16	6.68	-0.567	30.178	102.387	4.34	0.4259
2020-06-22 12:07:17	6.72	-0.568	30.178	102.390	4.35	0.4259
2020-06-22 12:07:17	6.73	-0.566	30.177	102.389	4.34	0.4257
