
"22/06/2020 12:04:18"
"Time"	"CO2B um/m"	"H2OB mm/m"	"T C"	"P kPa"	"RH %"	"Flow V"
2020-06-22 12:13:21	3.33	-0.911	30.221	102.397	4.35	0.4367
2020-06-22 12:13:22	3.37	-0.911	30.220	102.397	4.35	0.4361
2020-06-22 12:13:22	3.34	-0.910	30.220	102.396	4.35	0.4376
2020-06-22 12:13:23	3.34	-0.909	30.220	102.397	4.35	0.4377
2020-06-22 12:13:23	3.35	-0.908	30.219	102.396	4.35	0.4360
2020-06-22 12:13:24	3.33	-0.908	30.218	102.394	4.35	0.4356
2020-06-22 12:13:24	3.32	-0.907	30.219	102.395	4.35	0.4363
2020-06-22 12:13:25	3.33	-0.908	30.220	102.397	4.35	0.4367
2020-06-22 12:13:25	3.36	-0.908	30.218	102.397	4.35	0.4363
2020-06-22 12:13:26	3.35	-0.910	30.219	102.396	4.35	0.4355
2020-06-22 12:13:26	3.39	-0.910	30.218	102.398	4.35	0.4350
2020-06-22 12:13:27	3.40	-0.910	30.217	102.396	4.35	0.4343
2020-06-22 12:13:27	3.43	-0.908	30.217	102.395	4.35	0.4336
2020-06-22 12:13:28	3.44	-0.909	30.216	102.397	4.35	0.4319
2020-06-22 12:13:28	3.52	-0.908	30.217	102.396	4.35	0.4298
2020-06-22 12:13:29	3.55	-0.907	30.218	102.397	4.35	0.4281
2020-06-22 12:13:29	3.65	-0.908	30.218	102.396	4.35	0.4289
2020-06-22 12:13:30	3.73	-0.908	30.218	102.394	4.35	0.4336
2020-06-22 12:13:30	3.81	-0.908	30.218	102.396	4.35	0.4381
2020-06-22 12:13:31	3.92	-0.907	30.219	102.395	4.35	0.4421
2020-06-22 12:13:31	4.06	-0.906	30.217	102.394	4.35	0.4405
2020-06-22 12:13:32	4.18	-0.907	30.217	102.396	4.35	0.4358
2020-06-22 12:13:32	4.34	-0.907	30.219	102.398	4.35	0.4324
2020-06-22 12:13:33	4.46	-0.907	30.219	102.398	4.35	0.4295
2020-06-22 12:13:33	4.58	-0.906	30.219	102.394	4.35	0.4281
2020-06-22 12:13:34	4.66	-0.906	30.219	102.395	4.35	0.4262
2020-06-22 12:13:34	4.79	-0.906	30.220	102.395	4.35	0.4244
2020-06-22 12:13:35	4.85	-0.907	30.220	102.395	4.35	0.4228
2020-06-22 12:13:35	4.92	-0.908	30.221	102.399	4.35	0.4212
2020-06-22 12:13:36	4.95	-0.908	30.221	102.395	4.35	0.4202
2020-06-22 12:13:36	4.94	-0.908	30.221	102.396	4.35	0.4196
2020-06-22 12:13:37	4.91	-0.908	30.220	102.396	4.35	0.4196
2020-06-22 12:13:37	4.89	-0.907	30.220	102.395	4.35	0.4198
2020-06-22 12:13:38	4.85	-0.907	30.222	102.396	4.35	0.4202
2020-06-22 12:13:38	4.76	-0.907	30.221	102.395	4.35	0.4206
2020-06-22 12:13:39	4.66	-0.906	30.221	102.397	4.35	0.4212
2020-06-22 12:13:39	4.57	-0.905	30.221	102.397	4.35	0.4222
2020-06-22 12:13:40	4.42	-0.907	30.221	102.396	4.35	0.4235
2020-06-22 12:13:40	4.30	-0.908	30.222	102.398	4.35	0.4226
2020-06-22 12:13:41	4.15	-0.908	30.222	102.396	4.35	0.4215
2020-06-22 12:13:41	4.05	-0.908	30.223	102.396	4.35	0.4212
2020-06-22 12:13:42	3.90	-0.908	30.220	102.399	4.35	0.4214
2020-06-22 12:13:42	3.80	-0.908	30.220	102.399	4.35	0.4214
2020-06-22 12:13:43	3.68	-0.908	30.220	102.398	4.35	0.4228
2020-06-22 12:13:43	3.62	-0.907	30.220	102.396	4.35	0.4246
2020-06-22 12:13:44	3.54	-0.907	30.221	102.399	4.35	0.4242
2020-06-22 12:13:44	3.52	-0.907	30.222	102.396	4.35	0.4237
2020-06-22 12:13:45	3.58	-0.906	30.222	102.396	4.35	0.4239
2020-06-22 12:13:45	3.69	-0.908	30.221	102.397	4.35	0.4245
2020-06-22 12:13:46	3.92	-0.907	30.221	102.398	4.35	0.4252
2020-06-22 12:13:46	4.29	-0.908	30.221	102.396	4.35	0.4248
2020-06-22 12:13:47	4.85	-0.909	30.222	102.395	4.35	0.4242
2020-06-22 12:13:47	5.64	-0.907	30.220	102.393	4.35	0.4244
2020-06-22 12:13:48	6.90	-0.907	30.222	102.398	4.35	0.4250
2020-06-22 12:13:48	8.68	-0.909	30.222	102.395	4.35	0.4249
2020-06-22 12:13:49	11.22	-0.910	30.221	102.394	4.35	0.4247
2020-06-22 12:13:49	14.86	-0.909	30.221	102.396	4.35	0.4255
2020-06-22 12:13:50	19.96	-0.909	30.221	102.396	4.35	0.4268
2020-06-22 12:13:50	26.89	-0.908	30.220	102.396	4.35	0.4257
2020-06-22 12:13:51	35.96	-0.909	30.220	102.396	4.35	0.4243
2020-06-22 12:13:51	47.55	-0.909	30.219	102.397	4.35	0.4235
2020-06-22 12:13:52	62.02	-0.909	30.219	102.398	4.35	0.4231
2020-06-22 12:13:52	79.55	-0.909	30.219	102.397	4.35	0.4228
2020-06-22 12:13:53	100.48	-0.908	30.220	102.396	4.35	0.4224
2020-06-22 12:13:53	124.85	-0.908	30.220	102.398	4.35	0.4218
2020-06-22 12:13:54	152.79	-0.908	30.220	102.397	4.35	0.4213
2020-06-22 12:13:54	184.25	-0.907	30.220	102.399	4.35	0.4214
2020-06-22 12:13:55	219.21	-0.908	30.219	102.397	4.35	0.4213
2020-06-22 12:13:55	257.40	-0.908	30.219	102.395	4.35	0.4221
2020-06-22 12:13:56	298.37	-0.908	30.221	102.396	4.35	0.4226
2020-06-22 12:13:56	341.91	-0.909	30.220	102.395	4.35	0.4228
2020-06-22 12:13:57	387.14	-0.909	30.219	102.395	4.35	0.4238
2020-06-22 12:13:57	433.82	-0.908	30.219	102.399	4.35	0.4247
2020-06-22 12:13:58	481.11	-0.907	30.218	102.396	4.35	0.4256
2020-06-22 12:13:58	528.69	-0.907	30.218	102.395	4.35	0.4265
2020-06-22 12:13:59	575.93	-0.906	30.217	102.397	4.35	0.4276
2020-06-22 12:13:59	622.74	-0.908	30.218	102.395	4.35	0.4281
2020-06-22 12:14:00	668.86	-0.909	30.218	102.394	4.35	0.4288
2020-06-22 12:14:00	713.95	-0.910	30.218	102.395	4.35	0.4295
2020-06-22 12:14:01	758.14	-0.910	30.218	102.397	4.35	0.4309
2020-06-22 12:14:01	801.30	-0.909	30.219	102.396	4.35	0.4320
2020-06-22 12:14:02	843.34	-0.909	30.220	102.397	4.35	0.4324
2020-06-22 12:14:02	884.17	-0.909	30.220	102.396	4.35	0.4333
2020-06-22 12:14:03	923.86	-0.909	30.220	102.396	4.35	0.4334
2020-06-22 12:14:03	962.22	-0.910	30.220	102.394	4.35	0.4328
2020-06-22 12:14:04	999.23	-0.910	30.219	102.394	4.35	0.4333
2020-06-22 12:14:04	1034.38	-0.909	30.218	102.396	4.35	0.4333
2020-06-22 12:14:05	1067.80	-0.910	30.220	102.396	4.35	0.4342
2020-06-22 12:14:05	1099.70	-0.909	30.221	102.395	4.35	0.4348
2020-06-22 12:14:06	1129.83	-0.910	30.219	102.397	4.35	0.4352
2020-06-22 12:14:06	1158.28	-0.909	30.220	102.398	4.35	0.4361
2020-06-22 12:14:07	1184.97	-0.905	30.221	102.397	4.35	0.4365
2020-06-22 12:14:07	1209.79	-0.907	30.222	102.399	4.35	0.4363
2020-06-22 12:14:08	1232.85	-0.907	30.220	102.396	4.35	0.4359
2020-06-22 12:14:08	1253.79	-0.908	30.222	102.398	4.35	0.4353
2020-06-22 12:14:09	1272.97	-0.908	30.221	102.401	4.35	0.4358
2020-06-22 12:14:09	1290.51	-0.908	30.222	102.397	4.35	0.4367
2020-06-22 12:14:10	1306.29	-0.910	30.221	102.396	4.35	0.4376
2020-06-22 12:14:10	1320.77	-0.908	30.220	102.393	4.35	0.4379
2020-06-22 12:14:11	1333.61	-0.908	30.221	102.394	4.35	0.4380
2020-06-22 12:14:11	1345.20	-0.909	30.220	102.396	4.35	0.4380
2020-06-22 12:14:12	1355.70	-0.909	30.220	102.397	4.35	0.4384
2020-06-22 12:14:12	1365.17	-0.909	30.220	102.397	4.35	0.4389
2020-06-22 12:14:13	1373.80	-0.908	30.221	102.397	4.35	0.4391
2020-06-22 12:14:13	1381.49	-0.911	30.220	102.397	4.35	0.4400
2020-06-22 12:14:14	1388.47	-0.910	30.219	102.396	4.35	0.4418
2020-06-22 12:14:14	1394.75	-0.908	30.220	102.395	4.35	0.4432
2020-06-22 12:14:15	1400.31	-0.910	30.218	102.398	4.35	0.4441
2020-06-22 12:14:15	1405.44	-0.911	30.219	102.396	4.35	0.4445
2020-06-22 12:14:16	1410.01	-0.912	30.220	102.397	4.35	0.4450
2020-06-22 12:14:16	1414.04	-0.910	30.220	102.399	4.35	0.4459
2020-06-22 12:14:17	1417.84	-0.909	30.221	102.399	4.35	0.4469
2020-06-22 12:14:17	1421.26	-0.909	30.220	102.397	4.35	0.4477
2020-06-22 12:14:18	1424.50	-0.909	30.220	102.398	4.35	0.4483
2020-06-22 12:14:18	1427.59	-0.910	30.221	102.396	4.35	0.4486
2020-06-22 12:14:19	1430.60	-0.910	30.219	102.396	4.35	0.4480
2020-06-22 12:14:19	1433.49	-0.911	30.218	102.396	4.35	0.4468
2020-06-22 12:14:20	1436.41	-0.910	30.219	102.395	4.35	0.4461
2020-06-22 12:14:20	1439.19	-0.911	30.220	102.397	4.35	0.4458
2020-06-22 12:14:21	1441.77	-0.912	30.217	102.398	4.35	0.4468
2020-06-22 12:14:21	1444.28	-0.911	30.218	102.396	4.35	0.4482
2020-06-22 12:14:22	1446.40	-0.912	30.217	102.396	4.35	0.4496
2020-06-22 12:14:22	1447.83	-0.911	30.217	102.396	4.35	0.4511
2020-06-22 12:14:23	1448.50	-0.910	30.219	102.394	4.35	0.4525
2020-06-22 12:14:23	1447.59	-0.910	30.217	102.397	4.35	0.4542
2020-06-22 12:14:24	1444.80	-0.911	30.218	102.397	4.35	0.4558
2020-06-22 12:14:24	1439.63	-0.910	30.218	102.395	4.35	0.4567
2020-06-22 12:14:25	1431.43	-0.909	30.217	102.393	4.35	0.4573
2020-06-22 12:14:25	1419.57	-0.909	30.217	102.396	4.35	0.4580
2020-06-22 12:14:26	1403.83	-0.910	30.217	102.397	4.35	0.4588
2020-06-22 12:14:26	1383.92	-0.910	30.217	102.396	4.35	0.4590
2020-06-22 12:14:27	1359.74	-0.910	30.217	102.395	4.35	0.4588
2020-06-22 12:14:27	1331.22	-0.910	30.217	102.396	4.35	0.4587
2020-06-22 12:14:28	1298.54	-0.910	30.218	102.397	4.35	0.4585
2020-06-22 12:14:28	1261.97	-0.911	30.218	102.396	4.35	0.4579
2020-06-22 12:14:29	1222.09	-0.910	30.217	102.394	4.35	0.4575
2020-06-22 12:14:29	1178.93	-0.908	30.218	102.397	4.35	0.4567
2020-06-22 12:14:30	1133.36	-0.909	30.217	102.397	4.35	0.4563
2020-06-22 12:14:30	1086.12	-0.909	30.218	102.394	4.35	0.4560
2020-06-22 12:14:31	1037.67	-0.909	30.218	102.395	4.35	0.4557
2020-06-22 12:14:31	988.49	-0.910	30.216	102.398	4.35	0.4560
2020-06-22 12:14:32	939.68	-0.908	30.216	102.397	4.35	0.4564
2020-06-22 12:14:32	891.57	-0.909	30.218	102.397	4.35	0.4569
2020-06-22 12:14:33	844.63	-0.910	30.218	102.398	4.35	0.4571
2020-06-22 12:14:33	799.37	-0.909	30.218	102.397	4.35	0.4572
2020-06-22 12:14:34	756.05	-0.911	30.217	102.394	4.35	0.4575
2020-06-22 12:14:34	714.90	-0.909	30.216	102.395	4.35	0.4579
2020-06-22 12:14:35	676.05	-0.909	30.216	102.398	4.35	0.4583
2020-06-22 12:14:35	639.53	-0.909	30.216	102.398	4.35	0.4590
2020-06-22 12:14:36	605.41	-0.912	30.216	102.396	4.35	0.4596
2020-06-22 12:14:36	573.45	-0.911	30.217	102.393	4.35	0.4599
2020-06-22 12:14:37	543.63	-0.910	30.216	102.398	4.35	0.4601
2020-06-22 12:14:37	515.76	-0.909	30.217	102.397	4.35	0.4602
2020-06-22 12:14:38	489.90	-0.910	30.216	102.396	4.35	0.4606
2020-06-22 12:14:38	465.81	-0.909	30.217	102.394	4.35	0.4595
2020-06-22 12:14:39	443.28	-0.909	30.218	102.395	4.35	0.4575
2020-06-22 12:14:39	422.15	-0.910	30.215	102.395	4.35	0.4564
2020-06-22 12:14:40	402.37	-0.910	30.215	102.394	4.35	0.4567
2020-06-22 12:14:40	383.81	-0.911	30.215	102.396	4.35	0.4581
2020-06-22 12:14:41	366.41	-0.910	30.213	102.399	4.35	0.4588
2020-06-22 12:14:41	350.05	-0.911	30.216	102.396	4.35	0.4600
2020-06-22 12:14:42	334.60	-0.912	30.216	102.396	4.35	0.4607
2020-06-22 12:14:42	320.02	-0.911	30.216	102.395	4.35	0.4603
2020-06-22 12:14:43	306.25	-0.909	30.215	102.396	4.35	0.4602
2020-06-22 12:14:43	293.12	-0.912	30.216	102.397	4.35	0.4610
2020-06-22 12:14:44	280.75	-0.911	30.215	102.396	4.35	0.4621
2020-06-22 12:14:44	269.01	-0.912	30.215	102.396	4.35	0.4626
2020-06-22 12:14:45	257.84	-0.913	30.215	102.398	4.35	0.4626
2020-06-22 12:14:45	247.20	-0.912	30.215	102.398	4.35	0.4625
2020-06-22 12:14:46	237.14	-0.912	30.215	102.394	4.35	0.4625
2020-06-22 12:14:46	227.54	-0.912	30.214	102.396	4.35	0.4622
2020-06-22 12:14:47	218.38	-0.912	30.214	102.397	4.35	0.4588
2020-06-22 12:14:47	209.67	-0.912	30.215	102.396	4.35	0.4544
2020-06-22 12:14:48	201.39	-0.910	30.214	102.396	4.35	0.4507
2020-06-22 12:14:48	193.49	-0.911	30.214	102.396	4.35	0.4480
2020-06-22 12:14:49	185.94	-0.912	30.213	102.396	4.35	0.4454
2020-06-22 12:14:49	178.73	-0.912	30.214	102.397	4.35	0.4432
2020-06-22 12:14:50	171.83	-0.912	30.214	102.397	4.35	0.4411
2020-06-22 12:14:50	165.25	-0.911	30.216	102.395	4.35	0.4395
2020-06-22 12:14:51	158.98	-0.911	30.213	102.394	4.35	0.4389
2020-06-22 12:14:51	152.90	-0.911	30.215	102.396	4.35	0.4376
2020-06-22 12:14:52	147.18	-0.912	30.214	102.395	4.35	0.4338
2020-06-22 12:14:52	141.65	-0.912	30.213	102.394	4.35	0.4316
2020-06-22 12:14:53	136.36	-0.912	30.214	102.397	4.35	0.4324
2020-06-22 12:14:53	131.29	-0.913	30.214	102.397	4.35	0.4328
2020-06-22 12:14:54	126.60	-0.911	30.214	102.394	4.35	0.4324
2020-06-22 12:14:54	124.26	-0.911	30.213	102.392	4.35	0.4324
2020-06-22 12:14:55	123.78	-0.911	30.214	102.397	4.35	0.4321
2020-06-22 12:14:55	123.72	-0.911	30.213	102.397	4.35	0.4306
2020-06-22 12:14:56	123.76	-0.910	30.214	102.395	4.35	0.4266
2020-06-22 12:14:56	123.81	-0.911	30.213	102.395	4.35	0.4248
2020-06-22 12:14:57	123.93	-0.912	30.213	102.393	4.35	0.4234
2020-06-22 12:14:57	124.05	-0.912	30.212	102.391	4.35	0.4226
2020-06-22 12:14:58	124.15	-0.910	30.213	102.392	4.35	0.4226
2020-06-22 12:14:58	124.26	-0.913	30.212	102.394	4.35	0.4239
2020-06-22 12:14:59	124.38	-0.911	30.212	102.395	4.35	0.4255
2020-06-22 12:14:59	124.48	-0.910	30.212	102.395	4.35	0.4250
2020-06-22 12:15:00	124.62	-0.910	30.212	102.396	4.35	0.4256
2020-06-22 12:15:00	124.75	-0.910	30.212	102.394	4.35	0.4261
2020-06-22 12:15:01	124.90	-0.910	30.212	102.391	4.35	0.4254
2020-06-22 12:15:01	125.00	-0.910	30.211	102.394	4.35	0.4249
2020-06-22 12:15:02	125.15	-0.908	30.213	102.394	4.35	0.4257
2020-06-22 12:15:02	125.27	-0.908	30.213	102.394	4.35	0.4258
2020-06-22 12:15:03	125.40	-0.908	30.213	102.394	4.35	0.4253
2020-06-22 12:15:03	125.54	-0.907	30.215	102.393	4.35	0.4248
2020-06-22 12:15:04	125.64	-0.905	30.214	102.393	4.35	0.4270
2020-06-22 12:15:04	125.74	-0.906	30.213	102.395	4.35	0.4328
2020-06-22 12:15:05	125.89	-0.905	30.214	102.392	4.35	0.4357
2020-06-22 12:15:05	126.03	-0.905	30.213	102.394	4.35	0.4349
2020-06-22 12:15:06	126.14	-0.906	30.214	102.394	4.35	0.4342
2020-06-22 12:15:06	126.22	-0.905	30.213	102.394	4.35	0.4346
2020-06-22 12:15:07	126.36	-0.905	30.215	102.395	4.35	0.4362
2020-06-22 12:15:07	126.51	-0.904	30.214	102.393	4.35	0.4386
2020-06-22 12:15:08	126.60	-0.903	30.214	102.395	4.35	0.4397
2020-06-22 12:15:08	126.69	-0.903	30.214	102.393	4.35	0.4394
2020-06-22 12:15:09	126.81	-0.903	30.213	102.394	4.35	0.4390
2020-06-22 12:15:09	126.93	-0.902	30.214	102.396	4.35	0.4392
2020-06-22 12:15:10	127.03	-0.902	30.215	102.397	4.35	0.4376
2020-06-22 12:15:10	127.12	-0.903	30.215	102.396	4.35	0.4354
2020-06-22 12:15:11	127.21	-0.905	30.214	102.394	4.35	0.4339
2020-06-22 12:15:11	127.35	-0.904	30.214	102.393	4.35	0.4341
2020-06-22 12:15:12	127.42	-0.903	30.213	102.394	4.35	0.4335
2020-06-22 12:15:12	127.52	-0.904	30.214	102.396	4.35	0.4330
2020-06-22 12:15:13	127.59	-0.903	30.214	102.394	4.35	0.4331
2020-06-22 12:15:13	127.70	-0.902	30.214	102.393	4.35	0.4346
2020-06-22 12:15:14	127.80	-0.900	30.214	102.396	4.35	0.4377
2020-06-22 12:15:14	127.76	-0.903	30.213	102.396	4.35	0.4406
2020-06-22 12:15:15	120.55	-0.905	30.211	102.395	4.35	0.4411
2020-06-22 12:15:15	109.12	-0.906	30.212	102.399	4.35	0.4400
2020-06-22 12:15:16	103.52	-0.903	30.213	102.398	4.35	0.4399
2020-06-22 12:15:16	100.85	-0.897	30.213	102.398	4.35	0.4408
2020-06-22 12:15:17	96.47	-0.894	30.213	102.399	4.35	0.4413
2020-06-22 12:15:17	90.53	-0.894	30.213	102.400	4.35	0.4422
2020-06-22 12:15:18	82.45	-0.895	30.212	102.403	4.35	0.4428
2020-06-22 12:15:18	77.79	-0.896	30.212	102.400	4.35	0.4432
2020-06-22 12:15:19	76.14	-0.899	30.213	102.399	4.35	0.4443
2020-06-22 12:15:19	72.64	-0.898	30.211	102.399	4.35	0.4458
2020-06-22 12:15:20	68.84	-0.900	30.211	102.398	4.35	0.4465
2020-06-22 12:15:20	65.15	-0.900	30.212	102.398	4.35	0.4475
2020-06-22 12:15:21	60.67	-0.902	30.212	102.399	4.35	0.4482
2020-06-22 12:15:21	53.77	-0.905	30.212	102.400	4.35	0.4489
2020-06-22 12:15:22	45.98	-0.906	30.212	102.399	4.35	0.4498
2020-06-22 12:15:22	39.20	-0.911	30.212	102.399	4.35	0.4505
2020-06-22 12:15:23	34.03	-0.912	30.214	102.400	4.35	0.4501
2020-06-22 12:15:23	30.20	-0.914	30.212	102.402	4.35	0.4497
2020-06-22 12:15:24	27.53	-0.914	30.213	102.403	4.35	0.4493
2020-06-22 12:15:24	25.18	-0.915	30.213	102.403	4.35	0.4494
2020-06-22 12:15:25	22.65	-0.918	30.212	102.402	4.35	0.4503
2020-06-22 12:15:25	19.95	-0.918	30.212	102.403	4.35	0.4509
2020-06-22 12:15:26	17.27	-0.922	30.212	102.404	4.35	0.4512
2020-06-22 12:15:26	14.78	-0.923	30.211	102.403	4.35	0.4512
2020-06-22 12:15:27	12.75	-0.923	30.212	102.403	4.35	0.4509
2020-06-22 12:15:27	11.39	-0.924	30.210	102.403	4.35	0.4509
2020-06-22 12:15:28	10.42	-0.924	30.211	102.402	4.35	0.4511
2020-06-22 12:15:28	9.66	-0.925	30.212	102.402	4.35	0.4512
2020-06-22 12:15:29	9.02	-0.924	30.212	102.401	4.35	0.4513
2020-06-22 12:15:29	8.45	-0.924	30.209	102.402	4.35	0.4515
2020-06-22 12:15:30	7.92	-0.925	30.210	102.401	4.35	0.4516
2020-06-22 12:15:30	7.42	-0.924	30.211	102.399	4.35	0.4517
2020-06-22 12:15:31	6.95	-0.923	30.211	102.398	4.35	0.4525
2020-06-22 12:15:31	6.51	-0.925	30.210	102.397	4.35	0.4535
2020-06-22 12:15:32	6.10	-0.924	30.210	102.397	4.35	0.4516
2020-06-22 12:15:32	5.68	-0.925	30.211	102.398	4.35	0.4477
2020-06-22 12:15:33	5.32	-0.925	30.210	102.395	4.35	0.4460
2020-06-22 12:15:33	5.00	-0.927	30.211	102.397	4.35	0.4468
2020-06-22 12:15:34	4.71	-0.926	30.210	102.397	4.35	0.4481
2020-06-22 12:15:34	4.44	-0.925	30.210	102.398	4.35	0.4488
2020-06-22 12:15:35	4.23	-0.924	30.209	102.398	4.35	0.4495
2020-06-22 12:15:35	4.03	-0.924	30.210	102.400	4.35	0.4494
2020-06-22 12:15:36	3.90	-0.925	30.210	102.399	4.35	0.4453
2020-06-22 12:15:36	3.74	-0.925	30.210	102.399	4.35	0.4414
2020-06-22 12:15:37	3.66	-0.923	30.210	102.397	4.35	0.4382
2020-06-22 12:15:37	3.56	-0.922	30.210	102.396	4.35	0.4358
2020-06-22 12:15:38	3.50	-0.921	30.209	102.398	4.35	0.4339
2020-06-22 12:15:38	3.42	-0.922	30.210	102.399	4.35	0.4326
2020-06-22 12:15:39	3.41	-0.922	30.210	102.397	4.35	0.4321
2020-06-22 12:15:39	3.35	-0.922	30.212	102.398	4.35	0.4315
2020-06-22 12:15:40	3.34	-0.919	30.211	102.398	4.35	0.4307
2020-06-22 12:15:40	3.30	-0.919	30.210	102.399	4.35	0.4295
2020-06-22 12:15:41	3.28	-0.919	30.211	102.399	4.35	0.4283
2020-06-22 12:15:41	3.25	-0.918	30.210	102.397	4.35	0.4270
2020-06-22 12:15:42	3.24	-0.917	30.211	102.398	4.35	0.4263
2020-06-22 12:15:42	3.20	-0.918	30.210	102.395	4.35	0.4264
2020-06-22 12:15:43	3.18	-0.919	30.211	102.396	4.35	0.4275
2020-06-22 12:15:43	3.16	-0.918	30.210	102.396	4.35	0.4287
2020-06-22 12:15:44	3.12	-0.918	30.211	102.396	4.35	0.4295
2020-06-22 12:15:44	3.13	-0.916	30.211	102.396	4.35	0.4315
2020-06-22 12:15:45	3.10	-0.916	30.211	102.400	4.35	0.4342
2020-06-22 12:15:45	3.10	-0.916	30.210	102.398	4.35	0.4361
2020-06-22 12:15:46	3.12	-0.915	30.209	102.397	4.35	0.4359
2020-06-22 12:15:46	3.11	-0.915	30.210	102.398	4.35	0.4335
2020-06-22 12:15:47	3.06	-0.917	30.210	102.398	4.35	0.4334
2020-06-22 12:15:47	3.04	-0.915	30.209	102.398	4.35	0.4363
2020-06-22 12:15:48	3.05	-0.915	30.208	102.399	4.35	0.4408
2020-06-22 12:15:48	3.06	-0.916	30.209	102.397	4.35	0.4453
2020-06-22 12:15:49	3.04	-0.915	30.209	102.396	4.35	0.4490
2020-06-22 12:15:49	3.04	-0.915	30.209	102.398	4.35	0.4516
2020-06-22 12:15:50	3.03	-0.914	30.209	102.401	4.35	0.4543
2020-06-22 12:15:50	3.03	-0.914	30.208	102.400	4.35	0.4525
2020-06-22 12:15:51	3.01	-0.916	30.208	102.396	4.35	0.4499
2020-06-22 12:15:51	3.05	-0.916	30.207	102.401	4.35	0.4497
2020-06-22 12:15:52	3.06	-0.916	30.208	102.397	4.35	0.4511
2020-06-22 12:15:52	3.08	-0.917	30.208	102.398	4.35	0.4531
2020-06-22 12:15:53	3.16	-0.916	30.209	102.398	4.35	0.4517
2020-06-22 12:15:53	3.16	-0.915	30.208	102.396	4.35	0.4477
2020-06-22 12:15:54	3.24	-0.914	30.209	102.398	4.35	0.4455
2020-06-22 12:15:54	3.28	-0.916	30.210	102.398	4.35	0.4444
2020-06-22 12:15:55	3.37	-0.915	30.209	102.399	4.35	0.4434
2020-06-22 12:15:55	3.47	-0.916	30.208	102.398	4.35	0.4414
2020-06-22 12:15:56	3.60	-0.914	30.209	102.398	4.35	0.4394
2020-06-22 12:15:56	3.71	-0.914	30.209	102.398	4.35	0.4382
2020-06-22 12:15:57	3.85	-0.914	30.207	102.400	4.35	0.4374
2020-06-22 12:15:57	3.98	-0.916	30.208	102.397	4.35	0.4365
2020-06-22 12:15:58	4.11	-0.915	30.209	102.395	4.35	0.4363
2020-06-22 12:15:58	4.25	-0.915	30.209	102.397	4.35	0.4353
2020-06-22 12:15:59	4.36	-0.914	30.209	102.398	4.35	0.4345
2020-06-22 12:15:59	4.45	-0.914	30.209	102.398	4.35	0.4348
2020-06-22 12:16:00	4.56	-0.914	30.208	102.398	4.35	0.4344
2020-06-22 12:16:00	4.62	-0.913	30.208	102.398	4.35	0.4345
2020-06-22 12:16:01	4.65	-0.913	30.209	102.398	4.35	0.4343
2020-06-22 12:16:01	4.67	-0.915	30.210	102.399	4.35	0.4365
2020-06-22 12:16:02	4.67	-0.915	30.210	102.401	4.35	0.4430
2020-06-22 12:16:02	4.64	-0.914	30.209	102.399	4.35	0.4493
2020-06-22 12:16:03	4.59	-0.914	30.209	102.399	4.35	0.4544
2020-06-22 12:16:03	4.49	-0.914	30.209	102.400	4.35	0.4589
2020-06-22 12:16:04	4.41	-0.914	30.209	102.400	4.35	0.4628
2020-06-22 12:16:04	4.31	-0.914	30.209	102.398	4.35	0.4661
2020-06-22 12:16:05	4.18	-0.913	30.210	102.398	4.35	0.4689
2020-06-22 12:16:05	4.04	-0.914	30.208	102.397	4.35	0.4714
2020-06-22 12:16:06	3.95	-0.914	30.210	102.398	4.35	0.4705
2020-06-22 12:16:06	3.85	-0.912	30.210	102.399	4.35	0.4655
2020-06-22 12:16:07	3.72	-0.913	30.209	102.400	4.35	0.4618
2020-06-22 12:16:07	3.58	-0.915	30.209	102.398	4.35	0.4585
2020-06-22 12:16:08	3.50	-0.913	30.210	102.397	4.35	0.4560
2020-06-22 12:16:08	3.42	-0.914	30.211	102.399	4.35	0.4540
2020-06-22 12:16:09	3.38	-0.914	30.209	102.397	4.35	0.4524
2020-06-22 12:16:09	3.40	-0.912	30.209	102.397	4.35	0.4516
2020-06-22 12:16:10	3.50	-0.913	30.210	102.397	4.35	0.4506
2020-06-22 12:16:10	3.76	-0.914	30.210	102.396	4.35	0.4508
2020-06-22 12:16:11	4.20	-0.915	30.208	102.399	4.35	0.4508
2020-06-22 12:16:11	4.86	-0.914	30.208	102.399	4.35	0.4505
2020-06-22 12:16:12	5.88	-0.915	30.207	102.400	4.35	0.4502
2020-06-22 12:16:12	7.39	-0.916	30.208	102.402	4.35	0.4492
2020-06-22 12:16:13	9.54	-0.916	30.208	102.399	4.35	0.4475
2020-06-22 12:16:13	12.60	-0.916	30.208	102.400	4.35	0.4463
2020-06-22 12:16:14	16.86	-0.915	30.207	102.398	4.35	0.4454
2020-06-22 12:16:14	22.76	-0.915	30.209	102.401	4.35	0.4434
2020-06-22 12:16:15	30.65	-0.917	30.208	102.403	4.35	0.4418
2020-06-22 12:16:15	40.86	-0.917	30.209	102.402	4.35	0.4402
2020-06-22 12:16:16	53.78	-0.916	30.210	102.402	4.35	0.4385
2020-06-22 12:16:16	69.72	-0.915	30.208	102.401	4.35	0.4373
2020-06-22 12:16:17	88.94	-0.913	30.208	102.400	4.35	0.4366
2020-06-22 12:16:17	111.56	-0.914	30.207	102.398	4.35	0.4359
2020-06-22 12:16:18	137.73	-0.915	30.208	102.400	4.35	0.4351
2020-06-22 12:16:18	167.53	-0.916	30.208	102.398	4.35	0.4351
