
"06/07/2020 10:35:35"
"Time"	"CO2B um/m"	"H2OB mm/m"	"T C"	"P kPa"
2020-07-06 10:35:35	17.63	1.740	27.540	101.025
2020-07-06 10:35:35	17.54	1.742	27.539	101.027
2020-07-06 10:35:36	17.46	1.742	27.538	101.023
2020-07-06 10:35:36	17.35	1.738	27.539	101.028
2020-07-06 10:35:37	17.27	1.737	27.539	101.025
2020-07-06 10:35:37	17.16	1.738	27.539	101.024
2020-07-06 10:35:38	17.08	1.736	27.540	101.027
2020-07-06 10:35:38	17.02	1.735	27.539	101.026
2020-07-06 10:35:39	16.92	1.733	27.540	101.027
2020-07-06 10:35:39	16.82	1.730	27.540	101.026
2020-07-06 10:35:40	16.73	1.728	27.540	101.024
2020-07-06 10:35:40	16.65	1.728	27.540	101.026
2020-07-06 10:35:41	16.55	1.728	27.540	101.025
2020-07-06 10:35:41	16.45	1.727	27.539	101.027
2020-07-06 10:35:42	16.37	1.727	27.539	101.024
2020-07-06 10:35:42	16.29	1.721	27.540	101.023
2020-07-06 10:35:43	16.21	1.722	27.539	101.025
2020-07-06 10:35:43	16.12	1.720	27.539	101.026
2020-07-06 10:35:44	16.03	1.717	27.538	101.025
2020-07-06 10:35:44	15.98	1.717	27.538	101.025
2020-07-06 10:35:45	15.87	1.717	27.539	101.028
2020-07-06 10:35:45	15.82	1.714	27.539	101.029
2020-07-06 10:35:46	15.73	1.713	27.539	101.028
2020-07-06 10:35:46	15.62	1.709	27.539	101.027
2020-07-06 10:35:47	15.57	1.708	27.539	101.028
2020-07-06 10:35:47	15.47	1.707	27.541	101.029
2020-07-06 10:35:48	15.40	1.704	27.540	101.028
2020-07-06 10:35:48	15.30	1.703	27.540	101.027
2020-07-06 10:35:49	15.25	1.704	27.540	101.025
2020-07-06 10:35:49	15.17	1.702	27.542	101.026
2020-07-06 10:35:50	15.12	1.702	27.542	101.030
2020-07-06 10:35:50	15.03	1.698	27.541	101.029
2020-07-06 10:35:51	14.94	1.697	27.542	101.027
2020-07-06 10:35:51	14.89	1.696	27.541	101.026
2020-07-06 10:35:52	14.81	1.695	27.540	101.026
2020-07-06 10:35:52	14.73	1.692	27.542	101.025
2020-07-06 10:35:53	14.66	1.693	27.542	101.027
2020-07-06 10:35:53	14.59	1.691	27.542	101.026
2020-07-06 10:35:54	14.54	1.689	27.541	101.029
2020-07-06 10:35:54	14.47	1.686	27.541	101.028
2020-07-06 10:35:55	14.39	1.685	27.542	101.025
2020-07-06 10:35:55	14.33	1.687	27.542	101.027
2020-07-06 10:35:56	14.26	1.685	27.543	101.028
2020-07-06 10:35:56	14.20	1.683	27.542	101.030
2020-07-06 10:35:57	14.14	1.683	27.542	101.027
2020-07-06 10:35:57	14.04	1.683	27.541	101.027
2020-07-06 10:35:58	14.00	1.682	27.542	101.030
2020-07-06 10:35:58	13.93	1.678	27.542	101.030
2020-07-06 10:35:59	13.87	1.677	27.542	101.030
2020-07-06 10:35:59	13.80	1.676	27.542	101.027
2020-07-06 10:36:00	13.73	1.677	27.543	101.026
2020-07-06 10:36:00	13.67	1.674	27.542	101.028
2020-07-06 10:36:01	13.62	1.670	27.542	101.028
2020-07-06 10:36:01	13.56	1.671	27.545	101.027
2020-07-06 10:36:02	13.51	1.669	27.544	101.027
2020-07-06 10:36:02	13.43	1.665	27.544	101.025
2020-07-06 10:36:03	13.36	1.664	27.542	101.027
2020-07-06 10:36:03	13.33	1.663	27.543	101.026
2020-07-06 10:36:04	13.26	1.662	27.543	101.025
2020-07-06 10:36:04	13.20	1.661	27.544	101.026
2020-07-06 10:36:05	13.16	1.661	27.545	101.029
2020-07-06 10:36:05	13.09	1.658	27.545	101.027
2020-07-06 10:36:06	13.05	1.657	27.545	101.027
2020-07-06 10:36:06	12.97	1.657	27.544	101.026
2020-07-06 10:36:07	12.91	1.656	27.544	101.026
2020-07-06 10:36:07	12.86	1.654	27.544	101.026
2020-07-06 10:36:08	12.82	1.653	27.546	101.027
2020-07-06 10:36:08	12.75	1.652	27.546	101.027
2020-07-06 10:36:09	12.69	1.651	27.545	101.026
2020-07-06 10:36:09	12.62	1.651	27.546	101.027
2020-07-06 10:36:10	12.57	1.651	27.546	101.027
2020-07-06 10:36:10	12.55	1.648	27.547	101.028
2020-07-06 10:36:11	12.47	1.646	27.546	101.025
2020-07-06 10:36:11	12.41	1.644	27.546	101.028
2020-07-06 10:36:12	12.37	1.640	27.548	101.027
2020-07-06 10:36:12	12.33	1.641	27.547	101.027
2020-07-06 10:36:13	12.26	1.638	27.548	101.027
2020-07-06 10:36:13	12.23	1.637	27.549	101.028
2020-07-06 10:36:14	12.21	1.635	27.550	101.026
2020-07-06 10:36:14	12.12	1.634	27.548	101.027
2020-07-06 10:36:15	12.08	1.633	27.550	101.027
2020-07-06 10:36:15	12.16	1.636	27.551	101.025
2020-07-06 10:36:16	12.47	1.645	27.551	101.026
2020-07-06 10:36:16	12.87	1.660	27.551	101.026
2020-07-06 10:36:17	13.34	1.673	27.550	101.027
2020-07-06 10:36:17	13.80	1.692	27.550	101.026
2020-07-06 10:36:18	14.27	1.709	27.549	101.025
2020-07-06 10:36:18	14.77	1.729	27.550	101.025
2020-07-06 10:36:19	15.25	1.750	27.550	101.027
2020-07-06 10:36:19	15.78	1.770	27.551	101.025
2020-07-06 10:36:20	16.30	1.792	27.550	101.025
2020-07-06 10:36:20	16.88	1.815	27.552	101.026
2020-07-06 10:36:21	17.43	1.841	27.551	101.028
2020-07-06 10:36:21	18.01	1.867	27.551	101.027
2020-07-06 10:36:22	18.62	1.890	27.552	101.026
2020-07-06 10:36:22	19.19	1.917	27.552	101.029
2020-07-06 10:36:23	19.76	1.942	27.553	101.025
2020-07-06 10:36:23	20.63	1.970	27.552	101.024
2020-07-06 10:36:24	24.76	2.020	27.553	101.025
2020-07-06 10:36:24	38.21	2.160	27.553	101.023
2020-07-06 10:36:25	60.67	2.442	27.554	101.024
2020-07-06 10:36:25	86.72	2.822	27.553	101.027
2020-07-06 10:36:26	113.60	3.242	27.554	101.023
2020-07-06 10:36:26	132.31	3.547	27.554	101.023
2020-07-06 10:36:27	132.79	3.566	27.554	101.026
2020-07-06 10:36:27	132.63	3.564	27.555	101.024
2020-07-06 10:36:28	132.63	3.565	27.554	101.024
2020-07-06 10:36:28	132.64	3.570	27.554	101.027
2020-07-06 10:36:29	132.36	3.563	27.553	101.027
2020-07-06 10:36:29	130.97	3.544	27.552	101.028
2020-07-06 10:36:30	128.64	3.508	27.553	101.028
2020-07-06 10:36:30	125.70	3.462	27.552	101.030
2020-07-06 10:36:31	122.31	3.407	27.552	101.028
2020-07-06 10:36:31	118.62	3.354	27.551	101.030
2020-07-06 10:36:32	114.80	3.295	27.553	101.028
2020-07-06 10:36:32	110.92	3.239	27.552	101.029
2020-07-06 10:36:33	107.00	3.183	27.554	101.028
2020-07-06 10:36:33	103.07	3.126	27.553	101.029
2020-07-06 10:36:34	99.23	3.071	27.553	101.028
2020-07-06 10:36:34	95.47	3.015	27.554	101.030
2020-07-06 10:36:35	91.77	2.962	27.553	101.027
2020-07-06 10:36:35	88.18	2.916	27.551	101.028
2020-07-06 10:36:36	84.65	2.867	27.553	101.030
2020-07-06 10:36:36	81.20	2.821	27.552	101.031
2020-07-06 10:36:37	77.92	2.776	27.551	101.031
2020-07-06 10:36:37	74.75	2.733	27.552	101.028
2020-07-06 10:36:38	71.69	2.689	27.551	101.030
2020-07-06 10:36:38	68.73	2.648	27.551	101.029
2020-07-06 10:36:39	65.90	2.608	27.552	101.030
2020-07-06 10:36:39	63.20	2.572	27.552	101.029
2020-07-06 10:36:40	60.60	2.536	27.552	101.027
2020-07-06 10:36:40	58.13	2.500	27.551	101.028
2020-07-06 10:36:41	55.76	2.469	27.551	101.030
2020-07-06 10:36:41	53.52	2.440	27.550	101.030
2020-07-06 10:36:42	51.36	2.412	27.551	101.027
2020-07-06 10:36:42	49.36	2.384	27.551	101.027
2020-07-06 10:36:43	47.42	2.357	27.549	101.027
2020-07-06 10:36:43	45.60	2.331	27.550	101.027
2020-07-06 10:36:44	43.88	2.306	27.550	101.027
2020-07-06 10:36:44	42.25	2.286	27.549	101.027
2020-07-06 10:36:45	40.69	2.262	27.548	101.025
2020-07-06 10:36:45	39.18	2.241	27.548	101.028
2020-07-06 10:36:46	37.79	2.222	27.548	101.028
2020-07-06 10:36:46	36.49	2.203	27.547	101.027
2020-07-06 10:36:47	35.24	2.185	27.547	101.025
2020-07-06 10:36:47	34.07	2.166	27.547	101.028
2020-07-06 10:36:48	32.96	2.148	27.546	101.027
2020-07-06 10:36:48	31.86	2.132	27.545	101.030
2020-07-06 10:36:49	30.91	2.118	27.547	101.028
2020-07-06 10:36:49	29.98	2.105	27.546	101.028
2020-07-06 10:36:50	29.07	2.090	27.545	101.029
2020-07-06 10:36:50	28.27	2.079	27.546	101.028
2020-07-06 10:36:51	27.48	2.068	27.544	101.027
2020-07-06 10:36:51	26.74	2.054	27.545	101.029
2020-07-06 10:36:52	26.06	2.042	27.544	101.029
2020-07-06 10:36:52	25.41	2.033	27.544	101.030
2020-07-06 10:36:53	24.80	2.024	27.544	101.028
2020-07-06 10:36:53	24.22	2.012	27.546	101.029
2020-07-06 10:36:54	23.65	2.004	27.546	101.029
2020-07-06 10:36:54	23.17	1.991	27.545	101.027
2020-07-06 10:36:55	22.69	1.981	27.544	101.027
2020-07-06 10:36:55	22.23	1.972	27.546	101.028
2020-07-06 10:36:56	21.83	1.967	27.546	101.029
2020-07-06 10:36:56	21.38	1.957	27.546	101.029
2020-07-06 10:36:57	21.00	1.950	27.547	101.031
2020-07-06 10:36:57	20.69	1.943	27.546	101.028
2020-07-06 10:36:58	20.36	1.936	27.546	101.029
2020-07-06 10:36:58	20.04	1.929	27.546	101.028
2020-07-06 10:36:59	19.74	1.924	27.545	101.029
2020-07-06 10:36:59	19.44	1.917	27.545	101.029
2020-07-06 10:37:00	19.17	1.908	27.545	101.029
2020-07-06 10:37:00	18.90	1.903	27.546	101.029
2020-07-06 10:37:01	18.67	1.897	27.547	101.031
2020-07-06 10:37:01	18.44	1.892	27.546	101.029
2020-07-06 10:37:02	18.23	1.886	27.546	101.028
2020-07-06 10:37:02	18.03	1.880	27.546	101.030
2020-07-06 10:37:03	17.83	1.876	27.546	101.032
2020-07-06 10:37:03	17.68	1.871	27.545	101.031
2020-07-06 10:37:04	17.48	1.866	27.545	101.029
2020-07-06 10:37:04	17.34	1.861	27.545	101.030
2020-07-06 10:37:05	17.17	1.857	27.545	101.030
2020-07-06 10:37:05	17.03	1.853	27.544	101.032
2020-07-06 10:37:06	16.89	1.851	27.545	101.031
2020-07-06 10:37:06	16.74	1.847	27.546	101.030
2020-07-06 10:37:07	16.58	1.842	27.544	101.030
2020-07-06 10:37:07	16.45	1.839	27.545	101.032
2020-07-06 10:37:08	16.34	1.834	27.544	101.032
2020-07-06 10:37:08	16.23	1.831	27.544	101.032
2020-07-06 10:37:09	16.12	1.826	27.543	101.030
2020-07-06 10:37:09	16.01	1.822	27.543	101.029
2020-07-06 10:37:10	15.88	1.816	27.541	101.028
2020-07-06 10:37:10	15.80	1.814	27.542	101.028
2020-07-06 10:37:11	15.70	1.813	27.542	101.029
2020-07-06 10:37:11	15.61	1.810	27.541	101.029
2020-07-06 10:37:12	15.52	1.806	27.538	101.031
2020-07-06 10:37:12	15.43	1.803	27.540	101.030
2020-07-06 10:37:13	15.36	1.795	27.539	101.031
2020-07-06 10:37:13	15.26	1.797	27.539	101.031
2020-07-06 10:37:14	15.19	1.791	27.538	101.029
2020-07-06 10:37:14	15.13	1.788	27.538	101.030
2020-07-06 10:37:15	15.05	1.787	27.536	101.028
2020-07-06 10:37:15	14.98	1.782	27.537	101.029
2020-07-06 10:37:16	14.91	1.778	27.536	101.027
2020-07-06 10:37:16	14.85	1.775	27.536	101.028
2020-07-06 10:37:17	14.79	1.772	27.537	101.030
2020-07-06 10:37:17	14.76	1.768	27.536	101.028
2020-07-06 10:37:18	14.68	1.768	27.538	101.030
2020-07-06 10:37:18	14.63	1.766	27.536	101.029
2020-07-06 10:37:19	14.57	1.761	27.535	101.028
2020-07-06 10:37:19	14.54	1.758	27.537	101.029
2020-07-06 10:37:20	14.46	1.755	27.536	101.027
2020-07-06 10:37:20	14.43	1.751	27.536	101.027
2020-07-06 10:37:21	14.38	1.750	27.535	101.027
2020-07-06 10:37:21	14.36	1.749	27.537	101.030
2020-07-06 10:37:22	14.30	1.745	27.537	101.028
2020-07-06 10:37:22	14.27	1.741	27.536	101.030
2020-07-06 10:37:23	14.23	1.740	27.535	101.028
2020-07-06 10:37:23	14.20	1.736	27.536	101.029
2020-07-06 10:37:24	14.15	1.734	27.534	101.029
2020-07-06 10:37:24	14.09	1.733	27.535	101.027
2020-07-06 10:37:25	14.12	1.731	27.535	101.028
2020-07-06 10:37:25	14.03	1.727	27.532	101.029
2020-07-06 10:37:26	14.05	1.725	27.533	101.027
2020-07-06 10:37:26	14.02	1.722	27.534	101.030
2020-07-06 10:37:27	13.95	1.722	27.533	101.031
2020-07-06 10:37:27	13.94	1.718	27.531	101.030
2020-07-06 10:37:28	13.94	1.715	27.531	101.031
2020-07-06 10:37:28	13.89	1.712	27.531	101.029
2020-07-06 10:37:29	13.85	1.710	27.530	101.029
2020-07-06 10:37:29	13.85	1.708	27.532	101.030
2020-07-06 10:37:30	13.83	1.703	27.530	101.029
2020-07-06 10:37:30	13.78	1.703	27.529	101.029
2020-07-06 10:37:31	13.78	1.700	27.529	101.029
2020-07-06 10:37:31	13.77	1.699	27.529	101.026
2020-07-06 10:37:32	13.72	1.697	27.528	101.028
2020-07-06 10:37:32	13.70	1.697	27.530	101.028
2020-07-06 10:37:33	13.67	1.693	27.528	101.028
2020-07-06 10:37:33	13.66	1.689	27.529	101.030
2020-07-06 10:37:34	13.64	1.689	27.529	101.031
2020-07-06 10:37:34	13.62	1.687	27.529	101.030
2020-07-06 10:37:35	13.59	1.688	27.529	101.030
2020-07-06 10:37:35	13.56	1.686	27.528	101.029
2020-07-06 10:37:36	13.56	1.684	27.529	101.030
2020-07-06 10:37:36	13.54	1.683	27.528	101.028
2020-07-06 10:37:37	13.54	1.682	27.529	101.029
2020-07-06 10:37:37	13.50	1.679	27.530	101.029
2020-07-06 10:37:38	13.46	1.676	27.529	101.029
2020-07-06 10:37:38	13.45	1.675	27.529	101.029
2020-07-06 10:37:39	13.44	1.672	27.529	101.032
2020-07-06 10:37:39	13.41	1.670	27.530	101.029
2020-07-06 10:37:40	13.39	1.665	27.530	101.029
2020-07-06 10:37:40	13.35	1.664	27.529	101.032
2020-07-06 10:37:41	13.34	1.662	27.529	101.028
2020-07-06 10:37:41	13.32	1.662	27.530	101.028
2020-07-06 10:37:42	13.29	1.661	27.530	101.027
2020-07-06 10:37:42	13.26	1.659	27.529	101.027
2020-07-06 10:37:43	13.26	1.658	27.529	101.027
2020-07-06 10:37:43	13.23	1.656	27.530	101.027
2020-07-06 10:37:44	13.18	1.651	27.530	101.029
2020-07-06 10:37:44	13.16	1.647	27.529	101.029
2020-07-06 10:37:45	13.12	1.646	27.529	101.029
2020-07-06 10:37:45	13.10	1.645	27.530	101.030
2020-07-06 10:37:46	13.08	1.643	27.529	101.030
2020-07-06 10:37:46	13.08	1.641	27.530	101.029
2020-07-06 10:37:47	13.03	1.637	27.529	101.028
2020-07-06 10:37:47	13.00	1.633	27.529	101.030
2020-07-06 10:37:48	12.99	1.631	27.529	101.030
2020-07-06 10:37:48	12.95	1.628	27.527	101.029
2020-07-06 10:37:49	12.91	1.627	27.529	101.029
2020-07-06 10:37:49	12.89	1.622	27.528	101.029
2020-07-06 10:37:50	12.86	1.624	27.528	101.030
2020-07-06 10:37:50	12.83	1.621	27.528	101.033
2020-07-06 10:37:51	12.81	1.619	27.529	101.028
2020-07-06 10:37:51	12.74	1.616	27.528	101.030
2020-07-06 10:37:52	12.69	1.615	27.528	101.031
2020-07-06 10:37:52	12.67	1.614	27.529	101.031
2020-07-06 10:37:53	12.65	1.611	27.528	101.030
2020-07-06 10:37:53	12.59	1.610	27.528	101.030
2020-07-06 10:37:54	12.54	1.608	27.529	101.032
2020-07-06 10:37:54	12.53	1.607	27.527	101.029
2020-07-06 10:37:55	12.50	1.606	27.527	101.029
2020-07-06 10:37:55	12.47	1.603	27.527	101.029
2020-07-06 10:37:56	12.43	1.600	27.526	101.031
2020-07-06 10:37:56	12.40	1.599	27.527	101.030
2020-07-06 10:37:57	12.34	1.597	27.526	101.031
2020-07-06 10:37:57	12.34	1.597	27.526	101.030
2020-07-06 10:37:58	12.29	1.593	27.526	101.031
2020-07-06 10:37:58	12.25	1.591	27.527	101.032
2020-07-06 10:37:59	12.20	1.590	27.527	101.029
2020-07-06 10:37:59	12.16	1.589	27.527	101.028
2020-07-06 10:38:00	12.14	1.590	27.527	101.030
2020-07-06 10:38:00	12.09	1.585	27.526	101.031
2020-07-06 10:38:01	12.06	1.583	27.528	101.030
2020-07-06 10:38:01	12.00	1.581	27.527	101.029
2020-07-06 10:38:02	11.98	1.581	27.525	101.030
2020-07-06 10:38:02	11.93	1.577	27.528	101.032
2020-07-06 10:38:03	11.89	1.574	27.529	101.031
2020-07-06 10:38:03	11.84	1.573	27.527	101.028
2020-07-06 10:38:04	11.79	1.571	27.529	101.032
2020-07-06 10:38:04	11.75	1.568	27.530	101.032
2020-07-06 10:38:05	11.71	1.565	27.529	101.029
2020-07-06 10:38:05	11.68	1.563	27.530	101.030
2020-07-06 10:38:06	11.66	1.561	27.529	101.031
2020-07-06 10:38:06	11.62	1.560	27.528	101.029
2020-07-06 10:38:07	11.55	1.559	27.529	101.031
2020-07-06 10:38:07	11.50	1.556	27.529	101.031
2020-07-06 10:38:08	11.48	1.554	27.530	101.030
2020-07-06 10:38:08	11.43	1.551	27.530	101.027
2020-07-06 10:38:09	11.37	1.550	27.529	101.029
2020-07-06 10:38:09	11.32	1.547	27.529	101.030
2020-07-06 10:38:10	11.27	1.546	27.528	101.030
2020-07-06 10:38:10	11.25	1.545	27.528	101.031
2020-07-06 10:38:11	11.21	1.544	27.528	101.032
2020-07-06 10:38:11	11.16	1.544	27.528	101.030
2020-07-06 10:38:12	11.10	1.541	27.528	101.030
2020-07-06 10:38:12	11.07	1.539	27.528	101.031
2020-07-06 10:38:13	11.03	1.535	27.527	101.032
2020-07-06 10:38:13	10.98	1.532	27.527	101.032
2020-07-06 10:38:14	10.93	1.528	27.527	101.029
2020-07-06 10:38:14	10.88	1.527	27.528	101.032
2020-07-06 10:38:15	10.85	1.526	27.527	101.033
2020-07-06 10:38:15	10.82	1.523	27.528	101.030
2020-07-06 10:38:16	10.77	1.521	27.529	101.031
2020-07-06 10:38:16	10.73	1.517	27.528	101.031
2020-07-06 10:38:17	10.67	1.514	27.528	101.031
2020-07-06 10:38:17	10.63	1.515	27.528	101.031
2020-07-06 10:38:18	10.59	1.511	27.526	101.033
2020-07-06 10:38:18	10.56	1.507	27.526	101.030
2020-07-06 10:38:19	10.52	1.507	27.526	101.031
2020-07-06 10:38:19	10.46	1.504	27.525	101.030
2020-07-06 10:38:20	10.41	1.500	27.524	101.030
2020-07-06 10:38:20	10.37	1.499	27.525	101.030
2020-07-06 10:38:21	10.34	1.500	27.524	101.029
2020-07-06 10:38:21	10.29	1.500	27.524	101.030
2020-07-06 10:38:22	10.22	1.497	27.523	101.031
2020-07-06 10:38:22	10.22	1.495	27.523	101.031
2020-07-06 10:38:23	10.17	1.494	27.524	101.030
2020-07-06 10:38:23	10.13	1.489	27.524	101.029
2020-07-06 10:38:24	10.07	1.488	27.524	101.031
2020-07-06 10:38:24	10.02	1.485	27.523	101.030
2020-07-06 10:38:25	10.00	1.485	27.524	101.030
2020-07-06 10:38:25	9.95	1.483	27.523	101.032
2020-07-06 10:38:26	9.91	1.483	27.523	101.030
2020-07-06 10:38:26	9.90	1.480	27.524	101.031
2020-07-06 10:38:27	9.84	1.477	27.524	101.029
2020-07-06 10:38:27	9.82	1.474	27.523	101.027
2020-07-06 10:38:28	9.80	1.470	27.523	101.030
2020-07-06 10:38:28	9.74	1.469	27.526	101.029
2020-07-06 10:38:29	9.69	1.466	27.525	101.030
2020-07-06 10:38:29	9.68	1.463	27.524	101.030
2020-07-06 10:38:30	9.63	1.461	27.523	101.031
2020-07-06 10:38:30	9.56	1.458	27.525	101.031
2020-07-06 10:38:31	9.55	1.457	27.524	101.031
2020-07-06 10:38:31	9.53	1.458	27.524	101.033
2020-07-06 10:38:32	9.46	1.454	27.522	101.031
2020-07-06 10:38:32	9.42	1.452	27.523	101.031
2020-07-06 10:38:33	9.38	1.452	27.522	101.032
2020-07-06 10:38:33	9.37	1.448	27.521	101.030
2020-07-06 10:38:34	9.33	1.448	27.522	101.031
2020-07-06 10:38:34	9.31	1.444	27.520	101.032
2020-07-06 10:38:35	9.28	1.443	27.522	101.031
2020-07-06 10:38:35	9.22	1.440	27.522	101.032
2020-07-06 10:38:36	9.20	1.439	27.521	101.029
2020-07-06 10:38:36	9.17	1.435	27.521	101.031
2020-07-06 10:38:37	9.13	1.433	27.521	101.033
2020-07-06 10:38:37	9.09	1.430	27.520	101.030
2020-07-06 10:38:38	9.05	1.429	27.520	101.031
2020-07-06 10:38:38	9.02	1.426	27.520	101.033
2020-07-06 10:38:39	9.01	1.424	27.522	101.033
2020-07-06 10:38:39	8.94	1.423	27.521	101.033
2020-07-06 10:38:40	8.90	1.417	27.521	101.032
2020-07-06 10:38:40	8.91	1.416	27.520	101.032
2020-07-06 10:38:41	8.89	1.412	27.521	101.035
2020-07-06 10:38:41	8.85	1.411	27.520	101.035
2020-07-06 10:38:42	8.81	1.411	27.520	101.031
2020-07-06 10:38:42	8.79	1.407	27.519	101.033
2020-07-06 10:38:43	8.76	1.405	27.520	101.033
2020-07-06 10:38:43	8.73	1.408	27.519	101.034
2020-07-06 10:38:44	8.70	1.403	27.520	101.032
2020-07-06 10:38:44	8.69	1.398	27.520	101.034
2020-07-06 10:38:45	8.66	1.397	27.520	101.033
2020-07-06 10:38:45	8.62	1.395	27.519	101.033
2020-07-06 10:38:46	8.58	1.394	27.518	101.034
2020-07-06 10:38:46	8.55	1.393	27.520	101.034
2020-07-06 10:38:47	8.56	1.390	27.519	101.033
2020-07-06 10:38:47	8.53	1.387	27.519	101.032
2020-07-06 10:38:48	8.48	1.385	27.518	101.034
2020-07-06 10:38:48	8.48	1.385	27.520	101.033
2020-07-06 10:38:49	8.45	1.382	27.519	101.035
2020-07-06 10:38:49	8.41	1.380	27.518	101.032
2020-07-06 10:38:50	8.40	1.376	27.519	101.034
2020-07-06 10:38:50	8.35	1.373	27.519	101.035
2020-07-06 10:38:51	8.34	1.373	27.520	101.034
2020-07-06 10:38:51	8.32	1.371	27.519	101.033
2020-07-06 10:38:52	8.27	1.369	27.520	101.034
2020-07-06 10:38:52	8.27	1.367	27.519	101.033
2020-07-06 10:38:53	8.23	1.363	27.519	101.033
2020-07-06 10:38:53	8.20	1.360	27.520	101.033
2020-07-06 10:38:54	8.19	1.360	27.518	101.033
2020-07-06 10:38:54	8.16	1.359	27.518	101.035
2020-07-06 10:38:55	8.14	1.357	27.520	101.034
2020-07-06 10:38:55	8.10	1.354	27.520	101.031
2020-07-06 10:38:56	8.09	1.349	27.520	101.031
2020-07-06 10:38:56	8.06	1.349	27.519	101.033
2020-07-06 10:38:57	8.02	1.346	27.518	101.031
2020-07-06 10:38:57	8.02	1.343	27.518	101.031
2020-07-06 10:38:58	8.03	1.343	27.517	101.031
2020-07-06 10:38:58	7.97	1.343	27.517	101.033
2020-07-06 10:38:59	7.94	1.340	27.518	101.034
2020-07-06 10:38:59	7.93	1.337	27.518	101.030
2020-07-06 10:39:00	7.91	1.332	27.520	101.032
2020-07-06 10:39:00	7.89	1.332	27.519	101.030
2020-07-06 10:39:01	7.86	1.328	27.518	101.032
2020-07-06 10:39:01	7.85	1.328	27.518	101.031
2020-07-06 10:39:02	7.85	1.326	27.518	101.030
2020-07-06 10:39:02	7.81	1.323	27.518	101.032
2020-07-06 10:39:03	7.77	1.322	27.520	101.033
2020-07-06 10:39:03	7.78	1.321	27.520	101.035
2020-07-06 10:39:04	7.73	1.318	27.520	101.032
2020-07-06 10:39:04	7.72	1.315	27.521	101.033
2020-07-06 10:39:05	7.72	1.312	27.521	101.033
2020-07-06 10:39:05	7.69	1.313	27.520	101.032
2020-07-06 10:39:06	7.65	1.311	27.521	101.031
2020-07-06 10:39:06	7.65	1.308	27.521	101.030
2020-07-06 10:39:07	7.61	1.306	27.521	101.029
2020-07-06 10:39:07	7.60	1.302	27.520	101.028
2020-07-06 10:39:08	7.57	1.298	27.519	101.032
2020-07-06 10:39:08	7.57	1.296	27.520	101.032
2020-07-06 10:39:09	7.55	1.295	27.520	101.034
2020-07-06 10:39:09	7.54	1.293	27.520	101.032
2020-07-06 10:39:10	7.51	1.290	27.519	101.033
2020-07-06 10:39:10	7.49	1.291	27.519	101.029
2020-07-06 10:39:11	7.46	1.291	27.520	101.029
2020-07-06 10:39:11	7.45	1.286	27.519	101.030
2020-07-06 10:39:12	7.45	1.284	27.519	101.031
2020-07-06 10:39:12	7.43	1.283	27.520	101.031
2020-07-06 10:39:13	7.40	1.282	27.519	101.030
2020-07-06 10:39:13	7.40	1.277	27.519	101.031
2020-07-06 10:39:14	7.38	1.275	27.520	101.029
2020-07-06 10:39:14	7.37	1.272	27.522	101.032
2020-07-06 10:39:15	7.37	1.270	27.521	101.032
2020-07-06 10:39:15	7.32	1.268	27.521	101.031
2020-07-06 10:39:16	7.33	1.268	27.522	101.034
2020-07-06 10:39:16	7.28	1.264	27.522	101.032
2020-07-06 10:39:17	7.27	1.264	27.523	101.030
2020-07-06 10:39:17	7.28	1.263	27.522	101.030
2020-07-06 10:39:18	7.26	1.261	27.522	101.029
2020-07-06 10:39:18	7.21	1.257	27.522	101.031
2020-07-06 10:39:19	7.22	1.255	27.522	101.033
2020-07-06 10:39:19	7.19	1.252	27.523	101.030
2020-07-06 10:39:20	7.16	1.251	27.522	101.030
2020-07-06 10:39:20	7.19	1.250	27.523	101.030
2020-07-06 10:39:21	7.16	1.250	27.523	101.031
2020-07-06 10:39:21	7.13	1.249	27.522	101.028
2020-07-06 10:39:22	7.09	1.244	27.523	101.030
2020-07-06 10:39:22	7.10	1.240	27.524	101.032
2020-07-06 10:39:23	7.08	1.238	27.523	101.030
2020-07-06 10:39:23	7.05	1.236	27.523	101.032
2020-07-06 10:39:24	7.05	1.234	27.524	101.031
2020-07-06 10:39:24	7.03	1.234	27.525	101.030
2020-07-06 10:39:25	7.01	1.231	27.524	101.029
2020-07-06 10:39:25	7.00	1.228	27.523	101.032
2020-07-06 10:39:26	6.97	1.226	27.524	101.031
2020-07-06 10:39:26	6.95	1.224	27.523	101.032
2020-07-06 10:39:27	6.94	1.223	27.523	101.032
2020-07-06 10:39:27	6.95	1.222	27.522	101.030
2020-07-06 10:39:28	6.91	1.220	27.523	101.029
2020-07-06 10:39:28	6.90	1.219	27.524	101.030
2020-07-06 10:39:29	6.89	1.218	27.525	101.030
2020-07-06 10:39:29	6.87	1.215	27.524	101.031
2020-07-06 10:39:30	6.87	1.213	27.523	101.032
2020-07-06 10:39:30	6.84	1.209	27.523	101.031
2020-07-06 10:39:31	6.85	1.208	27.523	101.029
2020-07-06 10:39:31	6.81	1.208	27.524	101.031
2020-07-06 10:39:32	6.83	1.207	27.523	101.030
2020-07-06 10:39:32	6.80	1.203	27.523	101.031
2020-07-06 10:39:33	6.76	1.202	27.522	101.030
2020-07-06 10:39:33	6.75	1.199	27.523	101.032
2020-07-06 10:39:34	6.74	1.198	27.524	101.031
2020-07-06 10:39:34	6.70	1.198	27.524	101.030
