
"06/07/2020 10:35:35"
"Time"	"CO2B um/m"	"H2OB mm/m"	"T C"	"P kPa"
2020-07-06 11:12:51	101.45	-0.487	28.308	101.083
2020-07-06 11:12:52	93.53	-0.486	28.308	101.083
2020-07-06 11:12:52	86.33	-0.488	28.307	101.084
2020-07-06 11:12:53	79.77	-0.491	28.309	101.082
2020-07-06 11:12:53	73.77	-0.488	28.309	101.084
2020-07-06 11:12:54	68.29	-0.487	28.309	101.085
2020-07-06 11:12:54	63.24	-0.489	28.312	101.082
2020-07-06 11:12:55	58.61	-0.490	28.312	101.083
2020-07-06 11:12:55	54.36	-0.486	28.312	101.083
2020-07-06 11:12:56	50.47	-0.488	28.311	101.084
2020-07-06 11:12:56	46.83	-0.488	28.312	101.086
2020-07-06 11:12:57	43.51	-0.489	28.312	101.086
2020-07-06 11:12:57	40.45	-0.490	28.313	101.083
2020-07-06 11:12:58	37.61	-0.489	28.313	101.086
2020-07-06 11:12:58	34.96	-0.489	28.313	101.085
2020-07-06 11:12:59	32.57	-0.487	28.313	101.086
2020-07-06 11:12:59	30.30	-0.489	28.314	101.085
2020-07-06 11:13:00	28.27	-0.489	28.314	101.083
2020-07-06 11:13:00	26.37	-0.488	28.315	101.085
2020-07-06 11:13:01	24.60	-0.484	28.314	101.085
2020-07-06 11:13:01	22.96	-0.486	28.316	101.083
2020-07-06 11:13:02	21.47	-0.485	28.315	101.086
2020-07-06 11:13:02	20.10	-0.487	28.315	101.087
2020-07-06 11:13:03	18.82	-0.487	28.315	101.087
2020-07-06 11:13:03	17.66	-0.486	28.314	101.087
2020-07-06 11:13:04	16.56	-0.486	28.314	101.087
2020-07-06 11:13:04	15.53	-0.486	28.314	101.085
2020-07-06 11:13:05	14.57	-0.487	28.316	101.084
2020-07-06 11:13:05	13.70	-0.488	28.316	101.086
2020-07-06 11:13:06	12.89	-0.487	28.317	101.086
2020-07-06 11:13:06	12.11	-0.485	28.316	101.087
2020-07-06 11:13:07	11.40	-0.487	28.316	101.085
2020-07-06 11:13:07	10.74	-0.486	28.317	101.086
2020-07-06 11:13:08	10.13	-0.487	28.317	101.084
2020-07-06 11:13:08	9.55	-0.486	28.317	101.084
2020-07-06 11:13:09	9.02	-0.484	28.316	101.084
2020-07-06 11:13:09	8.49	-0.483	28.316	101.082
2020-07-06 11:13:10	8.03	-0.486	28.317	101.083
2020-07-06 11:13:10	7.58	-0.487	28.318	101.084
2020-07-06 11:13:11	7.17	-0.488	28.317	101.085
2020-07-06 11:13:11	6.79	-0.487	28.317	101.083
2020-07-06 11:13:12	6.44	-0.486	28.318	101.084
2020-07-06 11:13:12	6.09	-0.486	28.318	101.086
2020-07-06 11:13:13	5.79	-0.485	28.319	101.082
2020-07-06 11:13:13	5.47	-0.486	28.319	101.082
2020-07-06 11:13:14	5.17	-0.486	28.319	101.086
2020-07-06 11:13:14	4.95	-0.487	28.320	101.085
2020-07-06 11:13:15	4.71	-0.486	28.319	101.086
2020-07-06 11:13:15	4.46	-0.486	28.319	101.084
2020-07-06 11:13:16	4.27	-0.486	28.320	101.083
2020-07-06 11:13:16	4.07	-0.487	28.322	101.084
2020-07-06 11:13:17	3.90	-0.486	28.322	101.084
2020-07-06 11:13:17	3.72	-0.487	28.321	101.082
2020-07-06 11:13:18	3.56	-0.487	28.320	101.080
2020-07-06 11:13:18	3.38	-0.489	28.321	101.080
2020-07-06 11:13:19	3.24	-0.491	28.321	101.083
2020-07-06 11:13:19	3.11	-0.490	28.320	101.082
2020-07-06 11:13:20	2.98	-0.490	28.321	101.082
2020-07-06 11:13:20	2.89	-0.489	28.321	101.080
2020-07-06 11:13:21	2.76	-0.487	28.323	101.083
2020-07-06 11:13:21	2.66	-0.487	28.323	101.080
2020-07-06 11:13:22	2.53	-0.488	28.322	101.079
2020-07-06 11:13:22	2.42	-0.489	28.323	101.080
2020-07-06 11:13:23	2.30	-0.488	28.325	101.080
2020-07-06 11:13:23	2.21	-0.489	28.325	101.078
2020-07-06 11:13:24	2.12	-0.490	28.325	101.082
2020-07-06 11:13:24	2.04	-0.489	28.324	101.080
2020-07-06 11:13:25	1.97	-0.489	28.325	101.080
2020-07-06 11:13:25	1.91	-0.488	28.326	101.079
2020-07-06 11:13:26	1.80	-0.487	28.325	101.081
2020-07-06 11:13:26	1.72	-0.486	28.326	101.082
2020-07-06 11:13:27	1.68	-0.487	28.325	101.081
2020-07-06 11:13:27	1.60	-0.486	28.326	101.082
2020-07-06 11:13:28	1.52	-0.490	28.325	101.081
2020-07-06 11:13:28	1.47	-0.487	28.324	101.083
2020-07-06 11:13:29	1.42	-0.487	28.323	101.080
2020-07-06 11:13:29	1.38	-0.489	28.325	101.081
2020-07-06 11:13:30	1.29	-0.487	28.325	101.080
2020-07-06 11:13:30	1.27	-0.489	28.326	101.083
2020-07-06 11:13:31	1.21	-0.487	28.325	101.083
2020-07-06 11:13:31	1.18	-0.487	28.326	101.085
2020-07-06 11:13:32	1.12	-0.486	28.326	101.084
2020-07-06 11:13:32	1.09	-0.488	28.327	101.081
2020-07-06 11:13:33	1.07	-0.486	28.326	101.083
2020-07-06 11:13:33	1.02	-0.485	28.326	101.083
2020-07-06 11:13:34	0.99	-0.485	28.327	101.083
2020-07-06 11:13:34	0.94	-0.486	28.328	101.081
2020-07-06 11:13:35	0.89	-0.486	28.327	101.082
2020-07-06 11:13:35	0.87	-0.487	28.326	101.081
2020-07-06 11:13:36	0.85	-0.487	28.328	101.081
2020-07-06 11:13:36	0.82	-0.485	28.328	101.082
2020-07-06 11:13:37	0.80	-0.488	28.328	101.081
2020-07-06 11:13:37	0.76	-0.485	28.328	101.083
2020-07-06 11:13:38	0.75	-0.484	28.329	101.084
2020-07-06 11:13:38	0.74	-0.484	28.329	101.083
2020-07-06 11:13:39	0.69	-0.483	28.329	101.082
2020-07-06 11:13:39	0.68	-0.482	28.331	101.082
2020-07-06 11:13:40	0.66	-0.480	28.330	101.081
2020-07-06 11:13:40	0.66	-0.481	28.329	101.082
2020-07-06 11:13:41	0.61	-0.481	28.329	101.083
2020-07-06 11:13:41	0.58	-0.483	28.327	101.084
2020-07-06 11:13:42	0.57	-0.482	28.327	101.085
2020-07-06 11:13:42	0.57	-0.483	28.328	101.085
2020-07-06 11:13:43	0.55	-0.482	28.329	101.082
2020-07-06 11:13:43	0.50	-0.482	28.328	101.082
2020-07-06 11:13:44	0.50	-0.481	28.330	101.080
2020-07-06 11:13:44	0.48	-0.481	28.329	101.081
2020-07-06 11:13:45	0.47	-0.481	28.327	101.081
2020-07-06 11:13:45	0.45	-0.481	28.327	101.082
2020-07-06 11:13:46	0.44	-0.482	28.328	101.082
2020-07-06 11:13:46	0.39	-0.482	28.328	101.084
2020-07-06 11:13:47	0.38	-0.482	28.328	101.082
2020-07-06 11:13:47	0.36	-0.483	28.329	101.082
2020-07-06 11:13:48	0.38	-0.483	28.330	101.082
2020-07-06 11:13:48	0.37	-0.485	28.331	101.082
2020-07-06 11:13:49	0.35	-0.483	28.330	101.082
2020-07-06 11:13:49	0.33	-0.483	28.329	101.082
2020-07-06 11:13:50	0.31	-0.484	28.330	101.083
2020-07-06 11:13:50	0.30	-0.485	28.330	101.084
2020-07-06 11:13:51	0.28	-0.484	28.332	101.081
2020-07-06 11:13:51	0.29	-0.483	28.331	101.082
2020-07-06 11:13:52	0.25	-0.484	28.332	101.082
2020-07-06 11:13:52	0.25	-0.484	28.332	101.080
2020-07-06 11:13:53	0.24	-0.483	28.334	101.081
2020-07-06 11:13:53	0.25	-0.483	28.335	101.081
2020-07-06 11:13:54	0.21	-0.483	28.335	101.083
2020-07-06 11:13:54	0.24	-0.485	28.335	101.082
2020-07-06 11:13:55	0.23	-0.485	28.336	101.083
2020-07-06 11:13:55	0.20	-0.485	28.335	101.083
2020-07-06 11:13:56	0.18	-0.485	28.336	101.083
2020-07-06 11:13:56	0.18	-0.487	28.335	101.083
2020-07-06 11:13:57	0.17	-0.484	28.335	101.083
2020-07-06 11:13:57	0.16	-0.484	28.337	101.087
2020-07-06 11:13:58	0.16	-0.485	28.336	101.087
2020-07-06 11:13:58	0.16	-0.484	28.335	101.085
2020-07-06 11:13:59	0.14	-0.484	28.335	101.087
2020-07-06 11:13:59	0.12	-0.485	28.337	101.085
2020-07-06 11:14:00	0.15	-0.485	28.338	101.085
2020-07-06 11:14:00	0.13	-0.487	28.338	101.084
2020-07-06 11:14:01	0.12	-0.486	28.339	101.084
2020-07-06 11:14:01	0.11	-0.486	28.338	101.085
2020-07-06 11:14:02	0.08	-0.485	28.339	101.085
2020-07-06 11:14:02	0.10	-0.485	28.339	101.083
2020-07-06 11:14:03	0.08	-0.487	28.339	101.083
2020-07-06 11:14:03	0.07	-0.486	28.340	101.084
2020-07-06 11:14:04	0.08	-0.485	28.340	101.085
2020-07-06 11:14:04	0.05	-0.486	28.339	101.084
2020-07-06 11:14:05	0.04	-0.484	28.341	101.084
2020-07-06 11:14:05	0.03	-0.485	28.340	101.086
2020-07-06 11:14:06	0.03	-0.485	28.340	101.085
2020-07-06 11:14:06	0.03	-0.484	28.341	101.085
2020-07-06 11:14:07	0.03	-0.484	28.341	101.086
2020-07-06 11:14:07	0.03	-0.484	28.342	101.085
2020-07-06 11:14:08	0.01	-0.485	28.342	101.085
2020-07-06 11:14:08	0.00	-0.485	28.343	101.085
2020-07-06 11:14:09	0.00	-0.484	28.343	101.084
2020-07-06 11:14:09	-0.00	-0.485	28.343	101.085
2020-07-06 11:14:10	-0.00	-0.484	28.343	101.086
2020-07-06 11:14:10	-0.02	-0.484	28.345	101.085
2020-07-06 11:14:11	-0.05	-0.484	28.345	101.086
2020-07-06 11:14:11	-0.03	-0.483	28.346	101.084
2020-07-06 11:14:12	-0.05	-0.482	28.347	101.086
2020-07-06 11:14:12	-0.04	-0.484	28.347	101.086
2020-07-06 11:14:13	-0.05	-0.483	28.347	101.089
2020-07-06 11:14:13	-0.07	-0.484	28.346	101.086
2020-07-06 11:14:14	-0.08	-0.485	28.347	101.085
2020-07-06 11:14:14	-0.04	-0.485	28.347	101.085
2020-07-06 11:14:15	-0.08	-0.483	28.348	101.085
2020-07-06 11:14:15	-0.09	-0.483	28.348	101.087
2020-07-06 11:14:16	-0.12	-0.484	28.348	101.087
2020-07-06 11:14:16	-0.08	-0.485	28.349	101.088
2020-07-06 11:14:17	-0.10	-0.483	28.349	101.084
2020-07-06 11:14:17	-0.10	-0.483	28.350	101.084
2020-07-06 11:14:18	-0.09	-0.482	28.352	101.084
2020-07-06 11:14:18	-0.09	-0.481	28.351	101.086
2020-07-06 11:14:19	-0.09	-0.482	28.352	101.086
2020-07-06 11:14:19	-0.10	-0.482	28.352	101.083
2020-07-06 11:14:20	-0.11	-0.482	28.351	101.084
2020-07-06 11:14:20	-0.13	-0.483	28.351	101.084
2020-07-06 11:14:21	-0.10	-0.482	28.351	101.083
2020-07-06 11:14:21	-0.13	-0.482	28.352	101.084
2020-07-06 11:14:22	-0.12	-0.482	28.352	101.085
2020-07-06 11:14:22	-0.12	-0.483	28.352	101.085
2020-07-06 11:14:23	-0.13	-0.485	28.351	101.082
2020-07-06 11:14:23	-0.13	-0.482	28.351	101.084
2020-07-06 11:14:24	-0.14	-0.480	28.353	101.084
2020-07-06 11:14:24	-0.13	-0.482	28.353	101.083
2020-07-06 11:14:25	-0.15	-0.481	28.352	101.085
2020-07-06 11:14:25	-0.14	-0.482	28.353	101.088
2020-07-06 11:14:26	-0.12	-0.481	28.352	101.083
2020-07-06 11:14:26	-0.15	-0.481	28.354	101.083
2020-07-06 11:14:27	-0.14	-0.483	28.354	101.084
2020-07-06 11:14:27	-0.14	-0.482	28.354	101.084
2020-07-06 11:14:28	-0.15	-0.481	28.355	101.082
2020-07-06 11:14:28	-0.14	-0.482	28.355	101.082
2020-07-06 11:14:29	-0.15	-0.484	28.355	101.081
2020-07-06 11:14:29	-0.16	-0.484	28.355	101.079
2020-07-06 11:14:30	-0.14	-0.484	28.355	101.078
2020-07-06 11:14:30	-0.14	-0.483	28.356	101.078
2020-07-06 11:14:31	-0.13	-0.482	28.357	101.079
2020-07-06 11:14:31	-0.14	-0.483	28.357	101.079
2020-07-06 11:14:32	-0.13	-0.482	28.357	101.079
2020-07-06 11:14:32	-0.11	-0.481	28.358	101.079
2020-07-06 11:14:33	-0.10	-0.482	28.357	101.079
2020-07-06 11:14:33	-0.11	-0.481	28.356	101.078
2020-07-06 11:14:34	-0.07	-0.482	28.356	101.078
2020-07-06 11:14:34	-0.07	-0.479	28.357	101.075
2020-07-06 11:14:35	-0.06	-0.478	28.357	101.078
2020-07-06 11:14:35	-0.03	-0.479	28.357	101.077
2020-07-06 11:14:36	-0.04	-0.480	28.357	101.079
2020-07-06 11:14:36	-0.01	-0.478	28.359	101.079
2020-07-06 11:14:37	-0.01	-0.477	28.360	101.079
2020-07-06 11:14:37	0.01	-0.478	28.361	101.079
2020-07-06 11:14:38	0.01	-0.477	28.361	101.076
2020-07-06 11:14:38	0.03	-0.477	28.363	101.078
2020-07-06 11:14:39	0.03	-0.476	28.363	101.078
2020-07-06 11:14:39	0.05	-0.474	28.363	101.075
2020-07-06 11:14:40	0.07	-0.473	28.363	101.076
2020-07-06 11:14:40	0.07	-0.474	28.364	101.078
2020-07-06 11:14:41	0.09	-0.475	28.364	101.077
2020-07-06 11:14:41	0.11	-0.474	28.364	101.078
2020-07-06 11:14:42	0.11	-0.473	28.365	101.076
2020-07-06 11:14:42	0.13	-0.474	28.365	101.077
2020-07-06 11:14:43	0.14	-0.472	28.365	101.078
2020-07-06 11:14:43	0.15	-0.473	28.365	101.075
2020-07-06 11:14:44	0.18	-0.470	28.365	101.077
2020-07-06 11:14:44	0.20	-0.471	28.366	101.077
2020-07-06 11:14:45	0.20	-0.471	28.366	101.077
2020-07-06 11:14:45	0.20	-0.470	28.367	101.075
2020-07-06 11:14:46	0.25	-0.470	28.369	101.076
2020-07-06 11:14:46	0.23	-0.468	28.370	101.074
2020-07-06 11:14:47	0.24	-0.469	28.369	101.077
2020-07-06 11:14:47	0.25	-0.468	28.369	101.076
2020-07-06 11:14:48	0.29	-0.469	28.369	101.079
2020-07-06 11:14:48	0.29	-0.468	28.370	101.073
2020-07-06 11:14:49	0.25	-0.470	28.372	101.078
2020-07-06 11:14:49	0.09	-0.474	28.371	101.080
2020-07-06 11:14:50	0.11	-0.470	28.372	101.079
2020-07-06 11:14:50	0.35	-0.465	28.373	101.079
2020-07-06 11:14:51	0.77	-0.458	28.373	101.082
2020-07-06 11:14:51	1.09	-0.456	28.372	101.082
2020-07-06 11:14:52	1.17	-0.458	28.373	101.084
2020-07-06 11:14:52	1.20	-0.458	28.375	101.085
2020-07-06 11:14:53	1.21	-0.458	28.373	101.084
2020-07-06 11:14:53	1.12	-0.461	28.373	101.082
2020-07-06 11:14:54	1.02	-0.463	28.374	101.080
2020-07-06 11:14:54	0.94	-0.465	28.375	101.082
2020-07-06 11:14:55	0.78	-0.469	28.376	101.084
2020-07-06 11:14:55	0.67	-0.471	28.378	101.086
2020-07-06 11:14:56	0.66	-0.475	28.378	101.082
2020-07-06 11:14:56	0.65	-0.477	28.378	101.084
2020-07-06 11:14:57	0.62	-0.478	28.378	101.082
2020-07-06 11:14:57	0.55	-0.479	28.379	101.083
2020-07-06 11:14:58	0.41	-0.481	28.379	101.085
2020-07-06 11:14:58	0.27	-0.484	28.380	101.087
2020-07-06 11:14:59	0.14	-0.484	28.382	101.086
2020-07-06 11:14:59	0.01	-0.486	28.382	101.087
2020-07-06 11:15:00	-0.05	-0.485	28.382	101.086
2020-07-06 11:15:00	-0.16	-0.487	28.381	101.085
2020-07-06 11:15:01	-0.22	-0.487	28.383	101.084
2020-07-06 11:15:01	-0.26	-0.486	28.385	101.083
2020-07-06 11:15:02	-0.32	-0.488	28.385	101.083
2020-07-06 11:15:02	-0.36	-0.488	28.384	101.083
2020-07-06 11:15:03	-0.39	-0.487	28.385	101.085
2020-07-06 11:15:03	-0.41	-0.485	28.384	101.084
2020-07-06 11:15:04	-0.44	-0.487	28.386	101.086
2020-07-06 11:15:04	-0.46	-0.486	28.385	101.082
2020-07-06 11:15:05	-0.45	-0.485	28.385	101.083
2020-07-06 11:15:05	-0.47	-0.487	28.386	101.081
2020-07-06 11:15:06	-0.47	-0.487	28.387	101.083
2020-07-06 11:15:06	-0.45	-0.487	28.390	101.081
2020-07-06 11:15:07	-0.45	-0.486	28.389	101.081
2020-07-06 11:15:07	-0.46	-0.487	28.388	101.082
2020-07-06 11:15:08	-0.45	-0.486	28.390	101.083
2020-07-06 11:15:08	-0.43	-0.486	28.391	101.084
2020-07-06 11:15:09	-0.45	-0.485	28.391	101.082
2020-07-06 11:15:09	-0.45	-0.487	28.392	101.083
2020-07-06 11:15:10	-0.42	-0.487	28.392	101.081
2020-07-06 11:15:10	-0.42	-0.486	28.394	101.083
2020-07-06 11:15:11	-0.39	-0.485	28.393	101.084
2020-07-06 11:15:11	-0.37	-0.486	28.395	101.083
2020-07-06 11:15:12	-0.40	-0.487	28.394	101.080
2020-07-06 11:15:12	-0.36	-0.487	28.395	101.084
2020-07-06 11:15:13	-0.37	-0.488	28.396	101.085
2020-07-06 11:15:13	-0.37	-0.488	28.396	101.082
2020-07-06 11:15:14	-0.37	-0.486	28.397	101.083
2020-07-06 11:15:14	-0.36	-0.486	28.398	101.084
2020-07-06 11:15:15	-0.37	-0.489	28.398	101.085
2020-07-06 11:15:15	-0.37	-0.490	28.398	101.084
2020-07-06 11:15:16	-0.36	-0.491	28.399	101.084
2020-07-06 11:15:16	-0.33	-0.490	28.400	101.083
2020-07-06 11:15:17	-0.34	-0.488	28.401	101.083
2020-07-06 11:15:17	-0.32	-0.488	28.401	101.083
2020-07-06 11:15:18	-0.26	-0.487	28.401	101.084
2020-07-06 11:15:18	-0.18	-0.487	28.401	101.083
2020-07-06 11:15:19	-0.09	-0.489	28.402	101.085
2020-07-06 11:15:19	0.07	-0.488	28.404	101.085
2020-07-06 11:15:20	0.27	-0.489	28.404	101.084
2020-07-06 11:15:20	0.54	-0.488	28.404	101.084
2020-07-06 11:15:21	0.89	-0.489	28.405	101.085
2020-07-06 11:15:21	1.28	-0.489	28.406	101.085
2020-07-06 11:15:22	1.66	-0.489	28.407	101.087
2020-07-06 11:15:22	2.06	-0.487	28.408	101.086
2020-07-06 11:15:23	2.41	-0.488	28.407	101.084
2020-07-06 11:15:23	2.66	-0.489	28.409	101.084
2020-07-06 11:15:24	2.90	-0.489	28.408	101.086
2020-07-06 11:15:24	2.97	-0.487	28.407	101.086
2020-07-06 11:15:25	3.01	-0.488	28.409	101.083
2020-07-06 11:15:25	2.95	-0.488	28.409	101.085
2020-07-06 11:15:26	2.81	-0.490	28.410	101.085
2020-07-06 11:15:26	2.61	-0.488	28.410	101.086
2020-07-06 11:15:27	2.42	-0.489	28.411	101.086
2020-07-06 11:15:27	2.18	-0.488	28.411	101.084
2020-07-06 11:15:28	1.94	-0.488	28.413	101.082
2020-07-06 11:15:28	1.75	-0.487	28.412	101.086
2020-07-06 11:15:29	1.54	-0.488	28.413	101.086
2020-07-06 11:15:29	1.35	-0.488	28.413	101.086
2020-07-06 11:15:30	1.19	-0.489	28.413	101.085
2020-07-06 11:15:30	1.06	-0.491	28.413	101.086
2020-07-06 11:15:31	0.93	-0.490	28.414	101.083
2020-07-06 11:15:31	0.82	-0.489	28.413	101.085
2020-07-06 11:15:32	0.69	-0.487	28.414	101.085
2020-07-06 11:15:32	0.63	-0.488	28.414	101.087
2020-07-06 11:15:33	0.52	-0.487	28.416	101.086
2020-07-06 11:15:33	0.45	-0.486	28.416	101.086
2020-07-06 11:15:34	0.41	-0.487	28.418	101.083
2020-07-06 11:15:34	0.35	-0.487	28.418	101.085
2020-07-06 11:15:35	0.29	-0.487	28.419	101.087
2020-07-06 11:15:35	0.27	-0.487	28.419	101.085
2020-07-06 11:15:36	0.28	-0.486	28.419	101.084
2020-07-06 11:15:36	0.45	-0.487	28.419	101.087
2020-07-06 11:15:37	0.78	-0.488	28.420	101.086
2020-07-06 11:15:37	1.53	-0.488	28.421	101.087
2020-07-06 11:15:38	2.70	-0.487	28.421	101.086
2020-07-06 11:15:38	4.55	-0.485	28.422	101.086
2020-07-06 11:15:39	7.14	-0.486	28.422	101.087
2020-07-06 11:15:39	10.85	-0.489	28.422	101.085
2020-07-06 11:15:40	16.04	-0.490	28.424	101.086
2020-07-06 11:15:40	23.09	-0.489	28.425	101.087
2020-07-06 11:15:41	32.23	-0.487	28.426	101.086
2020-07-06 11:15:41	43.51	-0.487	28.426	101.087
2020-07-06 11:15:42	56.72	-0.487	28.428	101.085
2020-07-06 11:15:42	71.73	-0.489	28.426	101.087
2020-07-06 11:15:43	88.18	-0.490	28.427	101.087
2020-07-06 11:15:43	105.79	-0.489	28.429	101.087
2020-07-06 11:15:44	124.12	-0.487	28.428	101.086
2020-07-06 11:15:44	142.72	-0.488	28.430	101.087
2020-07-06 11:15:45	161.02	-0.489	28.430	101.088
2020-07-06 11:15:45	178.49	-0.490	28.431	101.088
2020-07-06 11:15:46	194.94	-0.488	28.431	101.090
2020-07-06 11:15:46	210.08	-0.488	28.431	101.088
2020-07-06 11:15:47	223.99	-0.488	28.432	101.087
2020-07-06 11:15:47	236.85	-0.490	28.434	101.086
2020-07-06 11:15:48	248.87	-0.490	28.434	101.085
2020-07-06 11:15:48	260.47	-0.490	28.432	101.085
2020-07-06 11:15:49	272.08	-0.489	28.433	101.085
2020-07-06 11:15:49	283.97	-0.488	28.432	101.083
2020-07-06 11:15:50	296.28	-0.488	28.433	101.082
2020-07-06 11:15:50	309.18	-0.489	28.435	101.083
2020-07-06 11:15:51	322.59	-0.488	28.434	101.084
2020-07-06 11:15:51	336.23	-0.488	28.434	101.084
2020-07-06 11:15:52	349.61	-0.487	28.435	101.085
2020-07-06 11:15:52	362.43	-0.487	28.436	101.082
2020-07-06 11:15:53	374.42	-0.488	28.435	101.083
2020-07-06 11:15:53	385.46	-0.488	28.437	101.084
2020-07-06 11:15:54	395.42	-0.487	28.438	101.085
2020-07-06 11:15:54	404.15	-0.487	28.438	101.084
2020-07-06 11:15:55	411.81	-0.487	28.439	101.083
2020-07-06 11:15:55	418.38	-0.488	28.439	101.084
2020-07-06 11:15:56	424.28	-0.488	28.439	101.082
2020-07-06 11:15:56	429.64	-0.486	28.441	101.084
2020-07-06 11:15:57	434.51	-0.487	28.439	101.084
2020-07-06 11:15:57	438.69	-0.486	28.440	101.081
2020-07-06 11:15:58	442.24	-0.486	28.442	101.081
2020-07-06 11:15:58	445.24	-0.484	28.441	101.082
2020-07-06 11:15:59	447.87	-0.486	28.442	101.084
2020-07-06 11:15:59	450.37	-0.486	28.441	101.083
2020-07-06 11:16:00	452.82	-0.486	28.443	101.082
2020-07-06 11:16:00	455.44	-0.485	28.441	101.083
2020-07-06 11:16:01	458.11	-0.487	28.443	101.081
2020-07-06 11:16:01	460.92	-0.487	28.443	101.083
2020-07-06 11:16:02	463.82	-0.486	28.444	101.084
2020-07-06 11:16:02	466.81	-0.485	28.445	101.085
2020-07-06 11:16:03	469.85	-0.486	28.447	101.085
2020-07-06 11:16:03	472.78	-0.487	28.447	101.086
2020-07-06 11:16:04	475.55	-0.486	28.448	101.083
2020-07-06 11:16:04	477.93	-0.486	28.449	101.084
2020-07-06 11:16:05	479.94	-0.486	28.448	101.085
2020-07-06 11:16:05	481.34	-0.488	28.450	101.085
2020-07-06 11:16:06	482.12	-0.487	28.451	101.082
2020-07-06 11:16:06	482.18	-0.486	28.451	101.084
2020-07-06 11:16:07	481.69	-0.486	28.450	101.084
2020-07-06 11:16:07	480.68	-0.487	28.451	101.085
2020-07-06 11:16:08	479.02	-0.486	28.451	101.086
2020-07-06 11:16:08	476.83	-0.488	28.452	101.085
2020-07-06 11:16:09	474.29	-0.486	28.452	101.083
2020-07-06 11:16:09	471.44	-0.488	28.453	101.083
2020-07-06 11:16:10	468.85	-0.491	28.453	101.083
2020-07-06 11:16:10	466.61	-0.487	28.456	101.083
2020-07-06 11:16:11	464.68	-0.488	28.456	101.084
2020-07-06 11:16:11	463.18	-0.487	28.456	101.082
2020-07-06 11:16:12	462.12	-0.489	28.456	101.083
2020-07-06 11:16:12	461.52	-0.487	28.457	101.082
2020-07-06 11:16:13	461.47	-0.488	28.457	101.084
2020-07-06 11:16:13	461.87	-0.487	28.459	101.085
2020-07-06 11:16:14	462.65	-0.489	28.459	101.083
2020-07-06 11:16:14	463.70	-0.489	28.460	101.083
2020-07-06 11:16:15	464.69	-0.488	28.460	101.084
2020-07-06 11:16:15	465.39	-0.489	28.462	101.086
2020-07-06 11:16:16	465.63	-0.488	28.461	101.084
2020-07-06 11:16:16	465.42	-0.487	28.463	101.085
2020-07-06 11:16:17	465.02	-0.487	28.462	101.086
2020-07-06 11:16:17	464.45	-0.487	28.462	101.086
2020-07-06 11:16:18	463.68	-0.489	28.462	101.084
2020-07-06 11:16:18	462.75	-0.490	28.463	101.086
2020-07-06 11:16:19	461.76	-0.491	28.464	101.085
2020-07-06 11:16:19	460.88	-0.491	28.465	101.087
2020-07-06 11:16:20	460.57	-0.491	28.466	101.087
2020-07-06 11:16:20	460.59	-0.490	28.464	101.085
2020-07-06 11:16:21	460.83	-0.490	28.465	101.087
2020-07-06 11:16:21	460.96	-0.490	28.467	101.086
2020-07-06 11:16:22	460.90	-0.491	28.467	101.087
2020-07-06 11:16:22	460.88	-0.492	28.467	101.086
2020-07-06 11:16:23	460.69	-0.490	28.469	101.086
2020-07-06 11:16:23	460.50	-0.491	28.468	101.085
2020-07-06 11:16:24	460.08	-0.491	28.468	101.086
2020-07-06 11:16:24	459.59	-0.491	28.469	101.086
2020-07-06 11:16:25	459.08	-0.491	28.470	101.089
2020-07-06 11:16:25	458.55	-0.493	28.470	101.086
2020-07-06 11:16:26	457.95	-0.491	28.471	101.087
2020-07-06 11:16:26	457.27	-0.491	28.472	101.086
2020-07-06 11:16:27	456.36	-0.492	28.472	101.089
2020-07-06 11:16:27	455.36	-0.493	28.473	101.085
2020-07-06 11:16:28	454.25	-0.492	28.473	101.086
2020-07-06 11:16:28	453.10	-0.492	28.473	101.085
2020-07-06 11:16:29	451.81	-0.492	28.474	101.086
2020-07-06 11:16:29	450.59	-0.492	28.473	101.085
2020-07-06 11:16:30	449.54	-0.493	28.474	101.085
2020-07-06 11:16:30	448.90	-0.492	28.474	101.085
2020-07-06 11:16:31	448.74	-0.492	28.476	101.085
2020-07-06 11:16:31	449.08	-0.492	28.474	101.085
2020-07-06 11:16:32	449.70	-0.491	28.474	101.088
2020-07-06 11:16:32	450.33	-0.491	28.475	101.086
2020-07-06 11:16:33	450.72	-0.491	28.476	101.086
2020-07-06 11:16:33	451.10	-0.491	28.477	101.087
2020-07-06 11:16:34	451.59	-0.491	28.477	101.087
2020-07-06 11:16:34	452.46	-0.491	28.479	101.082
2020-07-06 11:16:35	453.71	-0.492	28.477	101.085
2020-07-06 11:16:35	455.18	-0.490	28.477	101.087
2020-07-06 11:16:36	456.52	-0.490	28.478	101.086
2020-07-06 11:16:36	457.65	-0.491	28.479	101.085
2020-07-06 11:16:37	458.23	-0.491	28.480	101.088
2020-07-06 11:16:37	458.20	-0.490	28.479	101.087
2020-07-06 11:16:38	457.31	-0.490	28.481	101.087
2020-07-06 11:16:38	455.49	-0.490	28.481	101.086
2020-07-06 11:16:39	452.85	-0.490	28.482	101.088
2020-07-06 11:16:39	449.46	-0.491	28.481	101.086
2020-07-06 11:16:40	445.95	-0.492	28.482	101.084
2020-07-06 11:16:40	442.59	-0.492	28.484	101.086
2020-07-06 11:16:41	439.96	-0.492	28.485	101.084
2020-07-06 11:16:41	438.33	-0.493	28.484	101.086
