
"03/07/2020 13:47:15"
"Observation"	"CO2B um/m"	"Integral"	"Peak"
2565	2.38	0	0
2566	2.19	0	0
2567	1.75	0	0
2568	1.79	0	0
2569	2.05	0	0
2570	1.67	0	0
2571	1.60	0	0
2572	1.54	0	0
2573	1.84	0	0
2574	1.54	0	0
2575	1.34	0	0
2576	1.26	0	0
2577	1.43	0	0
2578	1.36	0	0
2579	1.19	0	0
2580	1.41	0	0
2581	1.11	0	0
2582	0.80	0	0
2583	1.26	0	0
2584	0.64	0	0
2585	0.92	0	0
2586	1.08	0	0
2587	0.62	0	0
2588	0.63	0	0
2589	0.89	0	0
2590	0.56	0	0
2591	0.63	0	0
2592	0.71	0	0
2593	0.53	0	0
2594	0.44	0	0
2595	0.70	0	0
2596	0.44	0	0
2597	0.31	0	0
2598	0.45	0	0
2599	0.60	0	0
2600	0.22	0	0
2601	0.22	0	0
2602	0.56	0	0
2603	0.33	0	0
2604	0.04	0	0
2605	0.19	0	0
2606	0.44	0	0
2607	0.40	0	0
2608	0.07	0	0
2609	0.23	0	0
2610	0.38	0	0
2611	0.02	0	0
2612	-0.04	0	0
2613	0.21	0	0
2614	0.21	0	0
2615	0.09	0	0
2616	-0.15	0	0
2617	-0.04	0	0
2618	0.11	0	0
2619	0.11	0	0
2620	-0.02	0	0
2621	-0.24	0	0
2622	-0.13	0	0
2623	0.12	0	0
2624	0.09	0	0
2625	-0.15	0	0
2626	-0.27	0	0
2627	-0.19	0	0
2628	0.09	0	0
2629	0.03	0	0
2630	-0.11	0	0
2631	-0.37	0	0
2632	-0.35	0	0
2633	-0.05	0	0
2634	0.02	0	0
2635	-0.01	0	0
2636	-0.13	0	0
2637	-0.29	0	0
2638	-0.38	0	0
2639	-0.51	0	0
2640	-0.42	0	0
2641	-0.51	0	0
2642	-0.42	0	0
2643	-0.47	0	0
2644	-0.41	0	0
2645	-0.42	0	0
2646	-0.19	0	0
2647	-0.04	0	0
2648	-0.10	0	0
2649	-0.27	0	0
2650	-0.39	0	0
2651	-0.48	0	0
2652	-0.28	0	0
2653	-0.30	0	0
2654	-0.16	0	0
2655	-0.30	0	0
2656	-0.47	0	0
2657	-0.48	0	0
2658	-0.54	0	0
2659	-0.38	0	0
2660	-0.18	0	0
2661	-0.09	0	0
2662	-0.12	0	0
2663	-0.18	0	0
2664	-0.22	0	0
2665	-0.19	0	0
2666	-0.20	0	0
2667	-0.17	0	0
2668	-0.17	0	0
2669	-0.28	0	0
2670	-0.16	0	0
2671	-0.39	0	0
2672	-0.37	0	0
2673	-0.48	0	0
2674	-0.70	0	0
2675	-0.63	0	0
2676	-0.65	0	0
2677	-0.49	0	0
2678	-0.37	0	0
2679	-0.28	0	0
2680	-0.29	0	0
2681	-0.48	0	0
2682	-0.57	0	0
2683	-0.59	0	0
2684	-0.33	0	0
2685	-0.29	0	0
2686	-0.71	0	0
2687	-0.48	0	0
2688	-0.30	0	0
2689	-0.71	0	0
2690	-0.45	0	0
2691	-0.27	0	0
2692	-0.63	0	0
2693	-0.61	0	0
2694	-0.38	0	0
2695	-0.78	0	0
2696	-0.46	0	0
2697	-0.30	0	0
2698	-0.70	0	0
2699	-0.63	0	0
2700	-0.31	0	0
2701	-0.58	0	0
2702	-0.46	0	0
2703	-0.36	0	0
2704	-0.73	0	0
2705	-0.51	0	0
2706	-0.39	0	0
2707	-0.24	0	0
2708	-0.35	0	0
2709	-0.49	0	0
2710	-0.60	0	0
2711	-0.36	0	0
2712	-0.22	0	0
2713	-0.57	0	0
2714	-0.47	0	0
2715	-0.11	0	0
2716	-0.51	0	0
2717	-0.34	0	0
2718	-0.03	0	0
2719	-0.39	0	0
2720	-0.53	0	0
2721	-0.19	0	0
2722	-0.16	0	0
2723	-0.36	0	0
2724	-0.48	0	0
2725	-0.08	0	0
2726	-0.14	0	0
2727	-0.38	0	0
2728	-0.08	0	0
2729	-0.06	0	0
2730	-0.07	0	0
2731	-0.28	0	0
2732	-0.30	0	0
2733	-0.37	0	0
2734	-0.42	0	0
2735	-0.60	0	0
2736	-0.25	0	0
2737	-0.13	0	0
2738	0.25	0	0
2739	0.90	0	0
2740	0.72	0	0
2741	0.59	0	0
2742	0.82	0	0
2743	0.39	0	0
2744	0.98	0	0
2745	0.64	0	0
2746	0.90	0	0
2747	1.07	0	0
2748	0.73	0	0
2749	0.76	0	0
2750	1.07	0	0
2751	0.69	0	0
2752	1.04	0	0
2753	0.57	0	0
2754	0.97	0	0
2755	0.44	0	0
2756	0.61	0	0
2757	0.66	0	0
2758	0.29	0	0
2759	0.94	0	0
2760	6.94	0	0
2761	24.30	0	0
2762	49.22	0	0
2763	75.99	0	0
2764	100.12	0	0
2765	101.17	0	0
2766	69.46	0	0
2767	52.14	0	0
2768	33.93	0	0
2769	19.98	0	0
2770	12.34	0	0
2771	8.46	0	0
2772	6.45	0	0
2773	5.10	0	0
2774	4.07	0	0
2775	3.36	0	0
2776	2.98	0	0
2777	2.48	0	0
2778	2.57	0	0
2779	1.97	0	0
2780	2.11	0	0
2781	1.61	0	0
2782	1.85	0	0
2783	1.46	0	0
2784	1.47	0	0
2785	1.72	0	0
2786	1.25	0	0
2787	1.56	0	0
2788	1.02	0	0
2789	1.18	0	0
2790	1.19	0	0
2791	0.77	0	0
2792	0.86	0	0
2793	0.87	0	0
2794	0.27	0	0
2795	0.55	0	0
2796	0.13	0	0
2797	0.43	0	0
2798	0.05	0	0
2799	-0.10	0	0
2800	-0.24	0	0
2801	0.07	0	0
2802	-0.45	0	0
2803	-0.09	0	0
2804	-0.34	0	0
2805	-0.34	0	0
2806	-0.43	0	0
2807	-0.41	0	0
2808	-0.41	0	0
2809	-0.57	0	0
2810	-0.33	0	0
2811	-0.74	0	0
2812	-0.37	0	0
2813	-0.60	0	0
2814	-0.54	0	0
2815	-0.78	0	0
2816	-0.31	0	0
2817	-0.75	0	0
2818	-0.34	0	0
2819	-0.81	0	0
2820	-0.55	0	0
2821	-0.77	0	0
2822	-0.78	0	0
2823	-0.42	0	0
2824	-0.91	0	0
2825	-0.38	0	0
2826	-0.98	0	0
2827	-0.54	0	0
2828	-0.92	0	0
2829	-0.80	0	0
2830	-0.66	0	0
2831	-0.78	0	0
2832	-0.83	0	0
2833	-0.50	0	0
2834	-0.68	0	0
2835	-0.79	0	0
2836	-0.54	0	0
2837	-0.88	0	0
2838	-0.53	0	0
2839	-0.97	0	0
2840	-0.57	0	0
2841	-1.01	0	0
2842	-0.59	0	0
2843	-0.99	0	0
2844	-0.69	0	0
2845	-0.65	0	0
2846	-1.04	0	0
2847	-0.87	0	0
2848	-0.55	0	0
2849	-0.92	0	0
2850	-0.58	0	0
2851	-0.91	0	0
2852	-0.96	0	0
2853	-0.59	0	0
2854	-0.63	0	0
2855	-0.95	0	0
2856	-0.64	0	0
2857	-1.01	0	0
2858	-0.71	0	0
2859	-0.58	0	0
2860	-0.79	0	0
2861	-0.88	0	0
2862	-0.85	0	0
2863	-0.54	0	0
2864	-0.70	0	0
2865	-0.94	0	0
2866	-1.06	0	0
2867	-0.93	0	0
2868	-0.86	0	0
2869	-0.81	0	0
2870	-0.91	0	0
2871	-0.94	0	0
2872	-0.73	0	0
2873	-1.00	0	0
2874	-0.65	0	0
2875	-0.71	0	0
2876	-0.99	0	0
2877	-0.72	0	0
2878	-0.47	0	0
2879	-0.90	0	0
2880	-0.68	0	0
2881	-0.71	0	0
2882	-0.66	0	0
2883	-0.51	0	0
2884	-0.57	0	0
2885	-0.67	0	0
2886	-0.64	0	0
2887	-0.71	0	0
2888	-0.68	0	0
2889	-0.81	0	0
2890	-0.96	0	0
2891	-0.99	0	0
2892	-0.77	0	0
2893	-0.58	0	0
2894	-1.00	0	0
2895	-0.81	0	0
2896	-0.72	0	0
2897	-0.94	0	0
2898	-0.54	0	0
2899	-0.95	0	0
2900	-0.72	0	0
2901	-0.82	0	0
2902	-0.97	0	0
2903	-0.65	0	0
2904	-0.98	0	0
2905	-0.58	0	0
2906	-0.88	0	0
2907	-0.82	0	0
2908	-0.64	0	0
2909	-0.96	0	0
2910	-0.58	0	0
2911	-1.00	0	0
2912	-0.79	0	0
2913	-0.59	0	0
2914	-1.00	0	0
2915	-0.87	0	0
2916	-0.53	0	0
2917	-0.58	0	0
2918	-0.70	0	0
2919	-1.05	0	0
2920	-0.69	0	0
2921	-0.61	0	0
2922	-1.00	0	0
2923	-0.58	0	0
2924	-0.88	0	0
2925	-0.93	0	0
2926	-0.63	0	0
2927	-0.62	0	0
2928	-0.82	0	0
2929	-1.02	0	0
2930	-0.83	0	0
2931	-0.55	0	0
2932	-0.95	0	0
2933	-0.60	0	0
2934	-1.06	0	0
2935	-0.62	0	0
2936	-0.99	0	0
2937	-0.70	0	0
2938	-1.01	0	0
2939	-0.65	0	0
2940	-0.66	0	0
2941	-0.95	0	0
2942	-0.86	0	0
2943	-0.57	0	0
2944	-0.73	0	0
2945	-0.86	0	0
2946	-1.06	0	0
2947	-0.54	0	0
2948	-0.54	0	0
2949	-0.80	0	0
2950	-0.69	0	0
2951	-0.76	0	0
2952	-0.67	0	0
2953	-0.57	0	0
2954	-0.86	0	0
2955	-0.67	0	0
2956	-0.59	0	0
2957	-1.03	0	0
2958	-0.61	0	0
2959	-1.09	0	0
2960	-0.77	0	0
2961	-0.98	0	0
2962	-0.81	0	0
2963	-0.80	0	0
2964	-0.75	0	0
2965	-0.97	0	0
2966	-0.59	0	0
2967	-1.10	0	0
2968	-0.61	0	0
2969	-1.09	0	0
2970	-0.54	0	0
2971	-1.10	0	0
2972	-0.53	0	0
2973	-0.99	0	0
2974	-0.56	0	0
2975	-0.87	0	0
2976	-0.73	0	0
2977	-0.71	0	0
2978	-1.10	0	0
2979	-0.63	0	0
2980	-0.99	0	0
2981	-0.86	0	0
2982	-0.63	0	0
2983	-1.10	0	0
2984	-0.59	0	0
2985	-0.77	0	0
2986	-1.07	0	0
2987	-0.69	0	0
2988	-0.69	0	0
2989	-1.00	0	0
2990	-0.79	0	0
2991	-0.57	0	0
2992	-0.85	0	0
2993	-1.06	0	0
2994	-0.55	0	0
2995	-0.79	0	0
2996	-0.94	0	0
2997	-0.71	0	0
2998	-0.64	0	0
2999	-1.05	0	0
3000	-0.93	0	0
3001	-0.62	0	0
3002	-0.89	0	0
3003	-0.61	0	0
3004	-0.88	0	0
3005	-0.86	0	0
3006	-0.60	0	0
3007	-0.61	0	0
3008	-1.05	0	0
3009	-0.89	0	0
3010	-0.61	0	0
3011	-1.09	0	0
3012	-0.66	0	0
3013	-1.08	0	0
3014	-0.62	0	0
3015	-0.97	0	0
3016	-0.61	0	0
3017	-1.06	0	0
3018	-0.79	0	0
3019	-0.71	0	0
3020	-0.68	0	0
3021	-0.82	0	0
3022	-0.94	0	0
3023	-0.77	0	0
3024	-0.98	0	0
3025	-0.69	0	0
3026	-0.90	0	0
3027	-0.88	0	0
3028	-0.74	0	0
3029	-1.03	0	0
3030	-0.60	0	0
3031	-0.96	0	0
3032	-1.06	0	0
3033	-0.82	0	0
3034	-0.63	0	0
3035	-1.03	0	0
3036	-0.70	0	0
3037	-0.89	0	0
3038	-0.88	0	0
3039	-0.64	0	0
3040	-1.05	0	0
3041	-0.97	0	0
3042	-0.64	0	0
3043	-0.97	0	0
3044	-0.83	0	0
3045	-0.64	0	0
3046	-0.98	0	0
3047	-1.05	0	0
3048	-0.99	0	0
3049	-0.66	0	0
3050	-0.65	0	0
3051	-0.97	0	0
3052	-1.08	0	0
3053	-0.66	0	0
3054	-0.77	0	0
3055	-1.07	0	0
3056	-1.06	0	0
3057	-1.05	0	0
3058	-0.92	0	0
3059	-0.58	0	0
3060	-0.76	0	0
3061	-1.12	0	0
3062	-0.56	0	0
3063	-0.90	0	0
3064	-0.93	0	0
3065	-0.62	0	0
3066	-1.03	0	0
3067	-1.01	0	0
3068	-0.66	0	0
3069	-0.90	0	0
3070	-0.70	0	0
3071	-0.85	0	0
3072	-1.07	0	0
3073	-0.67	0	0
3074	-0.95	0	0
3075	-0.81	0	0
3076	-0.93	0	0
3077	-0.97	0	0
3078	-0.68	0	0
3079	-0.99	0	0
3080	-0.58	0	0
3081	-1.06	0	0
3082	-0.81	0	0
3083	-0.99	0	0
3084	-0.72	0	0
3085	-1.06	0	0
3086	-0.80	0	0
3087	-0.96	0	0
3088	-1.00	0	0
3089	-0.74	0	0
3090	-1.02	0	0
3091	-0.83	0	0
3092	-0.94	0	0
3093	-1.08	0	0
3094	-0.79	0	0
3095	-1.21	0	0
3096	-0.83	0	0
3097	-1.04	0	0
3098	-0.83	0	0
3099	-0.89	0	0
3100	-1.06	0	0
3101	-1.05	0	0
3102	-1.11	0	0
3103	-0.79	0	0
3104	-0.95	0	0
3105	-0.89	0	0
3106	-0.76	0	0
3107	-1.17	0	0
3108	-0.78	0	0
3109	-1.15	0	0
3110	-0.74	0	0
3111	-1.07	0	0
3112	-1.03	0	0
3113	-0.79	0	0
3114	-1.04	0	0
3115	-0.95	0	0
3116	-0.69	0	0
3117	-1.00	0	0
3118	-1.11	0	0
3119	-0.77	0	0
3120	-1.18	0	0
3121	-0.80	0	0
3122	-1.08	0	0
3123	-0.77	0	0
3124	-1.01	0	0
3125	-0.88	0	0
3126	-0.96	0	0
3127	-0.85	0	0
3128	-1.05	0	0
3129	-0.90	0	0
3130	-0.86	0	0
3131	-1.14	0	0
3132	-0.69	0	0
3133	-1.20	0	0
3134	-0.72	0	0
3135	-1.17	0	0
3136	-0.77	0	0
3137	-1.14	0	0
3138	-0.77	0	0
3139	-1.26	0	0
3140	-0.76	0	0
3141	-1.17	0	0
3142	-0.82	0	0
3143	-0.93	0	0
3144	-1.05	0	0
3145	-1.01	0	0
3146	-0.86	0	0
3147	-1.03	0	0
3148	-0.85	0	0
3149	-0.78	0	0
3150	-1.18	0	0
3151	-1.13	0	0
3152	-0.79	0	0
3153	-0.71	0	0
3154	-1.16	0	0
3155	-1.06	0	0
3156	-0.77	0	0
3157	-0.91	0	0
3158	-1.11	0	0
3159	-1.16	0	0
3160	-0.74	0	0
3161	-0.87	0	0
3162	-1.20	0	0
3163	-1.16	0	0
3164	-1.01	0	0
3165	-1.00	0	0
3166	-1.08	0	0
3167	-1.08	0	0
3168	-1.05	0	0
3169	-1.06	0	0
3170	-1.17	0	0
3171	-0.95	0	0
3172	-0.84	0	0
3173	-0.89	0	0
3174	-0.92	0	0
3175	-0.86	0	0
3176	-0.86	0	0
3177	-0.85	0	0
3178	-1.09	0	0
3179	-0.98	0	0
3180	-0.84	0	0
3181	-1.14	0	0
3182	-1.07	0	0
3183	-0.76	0	0
3184	-1.09	0	0
3185	-0.99	0	0
3186	-0.70	0	0
3187	-0.96	0	0
3188	-1.14	0	0
3189	-0.78	0	0
3190	-0.99	0	0
3191	-1.15	0	0
3192	-0.89	0	0
3193	-0.78	0	0
3194	-1.19	0	0
3195	-1.17	0	0
3196	-0.79	0	0
3197	-1.19	0	0
3198	-1.08	0	0
3199	-0.70	0	0
3200	-1.16	0	0
3201	-1.15	0	0
3202	-1.08	0	0
3203	-0.83	0	0
3204	-0.78	0	0
3205	-1.22	0	0
3206	-1.13	0	0
3207	-0.94	0	0
3208	-0.81	0	0
3209	-0.93	0	0
3210	-1.10	0	0
3211	-1.12	0	0
3212	-1.18	0	0
3213	-1.03	0	0
3214	-0.72	0	0
3215	-1.04	0	0
3216	-1.16	0	0
3217	-0.97	0	0
3218	-0.90	0	0
3219	-0.75	0	0
3220	-0.89	0	0
3221	-1.16	0	0
3222	-1.17	0	0
3223	-0.89	0	0
3224	-0.90	0	0
3225	-1.19	0	0
3226	-1.23	0	0
3227	-0.92	0	0
3228	-0.76	0	0
3229	-1.09	0	0
3230	-1.15	0	0
3231	-0.80	0	0
3232	-1.09	0	0
3233	-1.21	0	0
3234	-1.02	0	0
3235	-0.84	0	0
3236	-1.12	0	0
3237	-1.17	0	0
3238	-0.89	0	0
3239	-1.04	0	0
3240	-1.34	0	0
3241	-0.93	0	0
3242	-0.93	0	0
3243	-1.20	0	0
3244	-0.96	0	0
3245	-1.01	0	0
3246	-1.22	0	0
3247	-0.90	0	0
3248	-1.00	0	0
3249	-1.08	0	0
3250	-0.75	0	0
3251	-1.20	0	0
3252	-0.96	0	0
3253	-0.73	0	0
3254	-1.19	0	0
3255	-1.28	0	0
3256	-1.02	0	0
3257	-0.90	0	0
3258	-0.81	0	0
3259	-1.16	0	0
3260	-1.22	0	0
3261	-0.82	0	0
3262	-0.86	0	0
3263	-1.13	0	0
3264	-1.17	0	0
3265	-0.90	0	0
3266	-0.90	0	0
3267	-1.18	0	0
3268	-1.20	0	0
3269	-0.87	0	0
3270	-1.09	0	0
3271	-1.03	0	0
3272	-0.75	0	0
3273	-1.25	0	0
3274	-1.17	0	0
3275	-0.87	0	0
3276	-0.91	0	0
3277	-1.14	0	0
3278	-1.11	0	0
3279	-1.26	0	0
3280	-1.01	0	0
3281	-0.77	0	0
3282	-0.89	0	0
3283	-0.99	0	0
3284	-1.09	0	0
3285	-1.27	0	0
3286	-1.25	0	0
3287	-1.26	0	0
3288	-1.25	0	0
3289	-1.24	0	0
3290	-1.10	0	0
3291	-1.25	0	0
3292	-1.25	0	0
3293	-1.31	0	0
3294	-1.17	0	0
3295	-0.86	0	0
3296	-0.81	0	0
3297	-1.05	0	0
3298	-1.23	0	0
3299	-1.23	0	0
3300	-1.11	0	0
3301	-0.95	0	0
3302	-0.88	0	0
3303	-0.98	0	0
3304	-1.34	0	0
3305	-1.08	0	0
3306	-0.91	0	0
3307	-0.88	0	0
3308	-0.97	0	0
3309	-1.21	0	0
3310	-1.28	0	0
3311	-1.07	0	0
3312	-0.97	0	0
3313	-0.88	0	0
3314	-0.93	0	0
3315	-1.16	0	0
3316	-1.21	0	0
3317	-1.30	0	0
3318	-1.20	0	0
3319	-0.78	0	0
3320	-0.92	0	0
3321	-1.29	0	0
3322	-1.09	0	0
3323	-0.87	0	0
3324	-1.13	0	0
3325	-1.25	0	0
3326	-0.97	0	0
3327	-1.08	0	0
3328	-1.19	0	0
3329	-1.22	0	0
3330	-1.25	0	0
3331	-1.30	0	0
3332	-1.00	0	0
3333	-0.88	0	0
3334	-1.27	0	0
3335	-1.00	0	0
3336	-1.01	0	0
3337	-1.24	0	0
3338	-1.00	0	0
3339	-0.85	0	0
3340	-1.09	0	0
3341	-1.34	0	0
3342	-1.10	0	0
3343	-0.86	0	0
3344	-1.31	0	0
3345	-1.23	0	0
3346	-1.16	0	0
3347	-0.97	0	0
3348	-0.98	0	0
3349	-1.16	0	0
3350	-0.99	0	0
3351	-1.30	0	0
3352	-1.10	0	0
3353	-1.02	0	0
3354	-1.32	0	0
3355	-0.83	0	0
3356	-1.23	0	0
3357	-1.07	0	0
3358	-1.06	0	0
3359	-1.10	0	0
3360	-1.24	0	0
3361	-0.96	0	0
3362	-1.21	0	0
3363	-0.99	0	0
3364	-0.89	0	0
3365	-1.29	0	0
3366	-0.94	0	0
3367	-1.13	0	0
3368	-0.99	0	0
3369	-1.16	0	0
3370	-1.34	0	0
3371	-1.26	0	0
3372	-1.27	0	0
3373	-1.13	0	0
3374	-0.92	0	0
3375	-1.33	0	0
3376	-0.88	0	0
3377	-1.17	0	0
3378	-0.98	0	0
3379	-0.98	0	0
3380	-1.37	0	0
3381	-0.92	0	0
3382	-1.35	0	0
3383	-0.93	0	0
3384	-1.32	0	0
3385	-0.86	0	0
3386	-1.07	0	0
3387	-1.31	0	0
3388	-1.06	0	0
3389	-0.97	0	0
3390	-1.25	0	0
3391	-1.08	0	0
3392	-1.02	0	0
3393	-1.29	0	0
3394	-1.07	0	0
3395	-0.94	0	0
3396	-1.27	0	0
3397	-1.09	0	0
3398	-1.02	0	0
3399	-1.28	0	0
3400	-1.25	0	0
3401	-1.28	0	0
3402	-0.87	0	0
3403	-1.30	0	0
3404	-1.10	0	0
3405	-0.90	0	0
3406	-0.96	0	0
3407	-1.31	0	0
3408	-1.01	0	0
3409	-1.03	0	0
3410	-1.17	0	0
3411	-1.31	0	0
3412	-1.07	0	0
3413	-0.88	0	0
3414	-0.93	0	0
3415	-0.96	0	0
3416	-0.92	0	0
3417	-1.23	0	0
3418	-1.11	0	0
3419	-0.95	0	0
3420	-1.32	0	0
3421	-0.95	0	0
3422	-1.16	0	0
3423	-1.23	0	0
3424	-1.28	0	0
3425	-0.80	0	0
3426	-1.33	0	0
3427	-1.12	0	0
3428	-1.03	0	0
3429	-1.34	0	0
3430	-0.90	0	0
3431	-1.28	0	0
3432	-1.25	0	0
3433	-0.93	0	0
3434	-1.04	0	0
3435	-1.38	0	0
3436	-1.07	0	0
3437	-0.94	0	0
3438	-1.12	0	0
3439	-1.34	0	0
3440	-1.35	0	0
3441	-0.95	0	0
3442	-0.89	0	0
3443	-1.18	0	0
3444	-1.27	0	0
3445	-1.11	0	0
3446	-1.02	0	0
3447	-0.83	0	0
3448	-1.13	0	0
3449	-1.31	0	0
3450	-1.18	0	0
3451	-1.05	0	0
3452	-0.92	0	0
3453	-0.96	0	0
3454	-0.87	0	0
3455	-1.09	0	0
3456	-1.25	0	0
3457	-1.26	0	0
3458	-1.03	0	0
3459	-0.96	0	0
3460	-0.91	0	0
3461	-0.94	0	0
3462	-1.10	0	0
3463	-1.23	0	0
3464	-1.16	0	0
3465	-1.19	0	0
3466	-1.27	0	0
3467	-1.30	0	0
3468	-1.25	0	0
3469	-1.28	0	0
3470	-1.36	0	0
3471	-1.35	0	0
3472	-1.33	0	0
3473	-1.35	0	0
3474	-1.22	0	0
3475	-1.33	0	0
3476	-1.32	0	0
3477	-1.21	0	0
3478	-1.04	0	0
3479	-0.83	0	0
3480	-0.96	0	0
3481	-1.23	0	0
3482	-1.34	0	0
3483	-1.24	0	0
3484	-1.24	0	0
3485	-1.25	0	0
3486	-1.30	0	0
3487	-1.24	0	0
3488	-1.19	0	0
3489	-1.08	0	0
3490	-1.02	0	0
3491	-1.02	0	0
3492	-1.18	0	0
3493	-1.33	0	0
3494	-1.12	0	0
3495	-0.85	0	0
3496	-1.27	0	0
3497	-0.94	0	0
3498	-1.24	0	0
3499	-1.14	0	0
3500	-0.96	0	0
3501	-1.27	0	0
3502	-1.13	0	0
3503	-0.86	0	0
3504	-1.25	0	0
3505	-1.30	0	0
3506	-0.95	0	0
3507	-1.22	0	0
3508	-0.99	0	0
3509	-1.23	0	0
3510	-1.02	0	0
3511	-1.28	0	0
3512	-1.10	0	0
3513	-1.16	0	0
3514	-1.16	0	0
3515	-0.93	0	0
3516	-1.22	0	0
3517	-1.30	0	0
3518	-1.00	0	0
3519	-0.96	0	0
3520	-1.11	0	0
3521	-1.23	0	0
3522	-1.21	0	0
3523	-1.31	0	0
3524	-1.22	0	0
3525	-0.93	0	0
3526	-1.30	0	0
3527	-0.95	0	0
3528	-1.30	0	0
3529	-1.18	0	0
3530	-0.92	0	0
3531	-1.32	0	0
3532	-0.84	0	0
3533	-1.16	0	0
3534	-1.17	0	0
3535	-1.27	0	0
3536	-0.83	0	0
3537	-0.94	0	0
3538	-0.98	0	0
3539	-1.29	0	0
3540	-1.00	0	0
3541	-1.06	0	0
3542	-1.33	0	0
3543	-0.98	0	0
3544	-1.11	0	0
3545	-1.05	0	0
3546	-1.30	0	0
3547	-0.87	0	0
3548	-1.30	0	0
3549	-1.04	0	0
3550	-1.10	0	0
3551	-1.27	0	0
3552	-0.88	0	0
3553	-1.26	0	0
3554	-0.98	0	0
3555	-1.30	0	0
3556	-0.90	0	0
3557	-1.34	0	0
3558	-0.91	0	0
3559	-1.24	0	0
3560	-1.10	0	0
3561	-1.11	0	0
3562	-1.37	0	0
3563	-0.95	0	0
3564	-1.07	0	0
3565	-1.28	0	0
3566	-1.03	0	0
3567	-1.18	0	0
3568	-1.28	0	0
3569	-0.92	0	0
3570	-1.27	0	0
3571	-1.24	0	0
3572	-0.87	0	0
3573	-1.41	0	0
3574	-1.31	0	0
3575	-0.85	0	0
3576	-1.16	0	0
3577	-1.11	0	0
3578	-0.95	0	0
3579	-1.33	0	0
3580	-1.11	0	0
3581	-0.84	0	0
3582	-1.13	0	0
3583	-1.30	0	0
3584	-1.08	0	0
3585	-0.97	0	0
3586	-1.31	0	0
3587	-1.20	0	0
3588	-0.86	0	0
3589	-1.17	0	0
3590	-1.29	0	0
3591	-1.35	0	0
3592	-1.09	0	0
3593	-0.97	0	0
3594	-1.19	0	0
3595	-1.35	0	0
3596	-1.39	0	0
3597	-1.12	0	0
3598	-0.95	0	0
3599	-1.24	0	0
3600	-1.31	0	0
3601	-1.30	0	0
3602	-1.17	0	0
3603	-1.03	0	0
3604	-0.92	0	0
3605	-1.15	0	0
3606	-1.40	0	0
3607	-1.01	0	0
3608	-1.25	0	0
3609	-1.37	0	0
3610	-0.91	0	0
3611	-1.32	0	0
3612	-1.23	0	0
3613	-0.92	0	0
3614	-1.37	0	0
3615	-0.86	0	0
3616	-1.16	0	0
3617	-1.16	0	0
3618	-1.09	0	0
3619	-1.07	0	0
3620	-1.20	0	0
3621	-1.00	0	0
3622	-1.25	0	0
3623	-1.26	0	0
3624	-1.00	0	0
3625	-0.99	0	0
3626	-1.17	0	0
3627	-1.33	0	0
3628	-1.23	0	0
3629	-0.98	0	0
3630	-0.99	0	0
3631	-1.23	0	0
3632	-1.43	0	0
3633	-1.36	0	0
3634	-1.30	0	0
3635	-0.96	0	0
3636	-0.95	0	0
3637	-1.11	0	0
3638	-0.99	0	0
3639	-1.35	0	0
3640	-0.94	0	0
3641	-1.34	0	0
3642	-0.87	0	0
3643	-1.26	0	0
3644	-0.85	0	0
3645	-1.23	0	0
3646	-0.81	0	0
3647	-1.23	0	0
3648	-1.10	0	0
3649	-0.79	0	0
3650	-1.24	0	0
3651	-0.82	0	0
3652	-1.27	0	0
3653	-0.16	0	0
3654	5.59	0	0
3655	23.53	0	0
3656	48.01	0	0
3657	75.61	0	0
3658	103.68	0	0
3659	107.16	0	0
3660	87.44	0	0
3661	70.90	0	0
3662	50.69	0	0
3663	30.47	0	0
3664	17.62	0	0
3665	10.21	0	0
3666	6.81	0	0
3667	4.86	0	0
3668	3.14	0	0
3669	2.18	0	0
3670	1.67	0	0
3671	0.96	0	0
3672	0.34	0	0
3673	0.44	0	0
3674	-0.10	0	0
3675	-0.28	0	0
3676	-0.07	0	0
3677	-0.51	0	0
3678	-0.66	0	0
3679	-0.65	0	0
3680	-0.42	0	0
3681	-0.82	0	0
3682	-0.49	0	0
3683	-0.86	0	0
3684	-0.54	0	0
3685	-0.88	0	0
3686	-0.76	0	0
3687	-0.71	0	0
3688	-1.13	0	0
3689	-0.70	0	0
3690	-0.95	0	0
3691	-0.96	0	0
3692	-0.78	0	0
3693	-1.14	0	0
3694	-0.80	0	0
3695	-1.05	0	0
3696	-1.25	0	0
3697	-1.26	0	0
3698	-1.26	0	0
3699	-1.20	0	0
3700	-1.13	0	0
3701	-0.98	0	0
3702	-0.91	0	0
3703	-1.03	0	0
3704	-1.05	0	0
3705	-1.28	0	0
3706	-1.01	0	0
3707	-1.29	0	0
3708	-0.77	0	0
3709	-1.22	0	0
3710	-0.84	0	0
3711	-1.13	0	0
3712	-0.98	0	0
3713	-1.16	0	0
3714	-1.04	0	0
3715	-1.11	0	0
3716	-1.16	0	0
3717	-1.04	0	0
3718	-1.28	0	0
3719	-0.91	0	0
3720	-1.39	0	0
3721	-0.88	0	0
3722	-1.33	0	0
3723	-1.11	0	0
3724	-0.89	0	0
3725	-0.88	0	0
3726	-0.85	0	0
3727	-0.91	0	0
3728	-0.93	0	0
3729	-0.99	0	0
3730	-1.33	0	0
3731	-0.90	0	0
3732	-1.28	0	0
3733	-0.83	0	0
3734	-0.94	0	0
3735	-1.28	0	0
3736	-1.02	0	0
3737	-1.03	0	0
3738	-1.32	0	0
