
"03/07/2020 13:47:15"
"Observation"	"CO2B um/m"	"Integral"	"Peak"
1324	545.81	0	0
1325	548.50	0	0
1326	550.22	0	0
1327	552.22	0	0
1328	552.62	0	0
1329	552.06	0	0
1330	550.84	0	0
1331	548.79	0	0
1332	546.55	0	0
1333	543.45	0	0
1334	540.38	0	0
1335	538.02	0	0
1336	536.87	0	0
1337	536.48	0	0
1338	536.40	0	0
1339	536.13	0	0
1340	536.02	0	0
1341	535.61	0	0
1342	534.97	0	0
1343	534.08	0	0
1344	532.43	0	0
1345	530.34	0	0
1346	529.81	0	0
1347	529.63	0	0
1348	529.26	0	0
1349	530.48	0	0
1350	532.40	0	0
1351	533.24	0	0
1352	535.47	0	0
1353	536.03	0	0
1354	537.01	0	0
1355	536.64	0	0
1356	535.77	0	0
1357	534.42	0	0
1358	532.64	0	0
1359	531.54	0	0
1360	529.82	0	0
1361	527.70	0	0
1362	526.32	0	0
1363	525.02	0	0
1364	524.02	0	0
1365	522.29	0	0
1366	520.20	0	0
1367	518.81	0	0
1368	518.26	0	0
1369	517.23	0	0
1370	517.62	0	0
1371	519.16	0	0
1372	520.79	0	0
1373	522.69	0	0
1374	525.20	0	0
1375	527.55	0	0
1376	529.89	0	0
1377	530.31	0	0
1378	527.88	0	0
1379	522.24	0	0
1380	513.58	0	0
1381	501.22	0	0
1382	483.94	0	0
1383	463.12	0	0
1384	439.78	0	0
1385	413.80	0	0
1386	385.38	0	0
1387	357.55	0	0
1388	328.66	0	0
1389	301.63	0	0
1390	275.94	0	0
1391	251.18	0	0
1392	229.69	0	0
1393	209.28	0	0
1394	190.72	0	0
1395	174.89	0	0
1396	159.90	0	0
1397	146.40	0	0
1398	134.81	0	0
1399	123.52	0	0
1400	114.14	0	0
1401	104.96	0	0
1402	96.68	0	0
1403	89.67	0	0
1404	82.49	0	0
1405	76.52	0	0
1406	70.98	0	0
1407	65.48	0	0
1408	60.47	0	0
1409	56.51	0	0
1410	52.14	0	0
1411	48.32	0	0
1412	44.99	0	0
1413	42.18	0	0
1414	39.24	0	0
1415	36.24	0	0
1416	34.16	0	0
1417	31.91	0	0
1418	29.64	0	0
1419	27.54	0	0
1420	25.78	0	0
1421	24.29	0	0
1422	22.89	0	0
1423	21.11	0	0
1424	19.67	0	0
1425	18.77	0	0
1426	17.74	0	0
1427	16.38	0	0
1428	15.36	0	0
1429	14.54	0	0
1430	13.40	0	0
1431	13.02	0	0
1432	12.04	0	0
1433	11.03	0	0
1434	10.84	0	0
1435	10.13	0	0
1436	9.27	0	0
1437	8.88	0	0
1438	8.60	0	0
1439	7.79	0	0
1440	7.59	0	0
1441	7.21	0	0
1442	6.46	0	0
1443	6.46	0	0
1444	6.11	0	0
1445	5.42	0	0
1446	5.62	0	0
1447	4.92	0	0
1448	4.91	0	0
1449	4.63	0	0
1450	4.25	0	0
1451	4.32	0	0
1452	3.72	0	0
1453	3.96	0	0
1454	3.43	0	0
1455	3.46	0	0
1456	3.16	0	0
1457	2.86	0	0
1458	3.23	0	0
1459	2.87	0	0
1460	2.47	0	0
1461	2.71	0	0
1462	2.26	0	0
1463	2.08	0	0
1464	2.42	0	0
1465	2.07	0	0
1466	1.78	0	0
1467	2.07	0	0
1468	1.67	0	0
1469	1.74	0	0
1470	1.82	0	0
1471	1.27	0	0
1472	1.48	0	0
1473	1.63	0	0
1474	1.67	0	0
1475	1.29	0	0
1476	1.20	0	0
1477	1.48	0	0
1478	1.00	0	0
1479	0.88	0	0
1480	0.96	0	0
1481	1.21	0	0
1482	0.73	0	0
1483	0.95	0	0
1484	1.09	0	0
1485	0.70	0	0
1486	0.63	0	0
1487	0.94	0	0
1488	0.60	0	0
1489	0.44	0	0
1490	0.84	0	0
1491	0.53	0	0
1492	0.45	0	0
1493	0.70	0	0
1494	0.29	0	0
1495	0.51	0	0
1496	0.40	0	0
1497	0.29	0	0
1498	0.55	0	0
1499	0.07	0	0
1500	0.51	0	0
1501	0.13	0	0
1502	0.20	0	0
1503	0.43	0	0
1504	0.13	0	0
1505	0.14	0	0
1506	0.21	0	0
1507	0.37	0	0
1508	0.18	0	0
1509	-0.08	0	0
1510	0.13	0	0
1511	0.25	0	0
1512	-0.09	0	0
1513	0.23	0	0
1514	0.09	0	0
1515	-0.06	0	0
1516	-0.16	0	0
1517	-0.17	0	0
1518	-0.21	0	0
1519	0.20	0	0
1520	0.05	0	0
1521	-0.14	0	0
1522	-0.25	0	0
1523	-0.26	0	0
1524	-0.32	0	0
1525	-0.18	0	0
1526	-0.02	0	0
1527	-0.26	0	0
1528	0.02	0	0
1529	-0.25	0	0
1530	0.01	0	0
1531	-0.11	0	0
1532	-0.30	0	0
1533	0.04	0	0
1534	-0.41	0	0
1535	-0.12	0	0
1536	0.04	0	0
1537	-0.09	0	0
1538	-0.30	0	0
1539	-0.34	0	0
1540	-0.10	0	0
1541	-0.26	0	0
1542	0.00	0	0
1543	-0.34	0	0
1544	-0.20	0	0
1545	-0.10	0	0
1546	-0.41	0	0
1547	-0.31	0	0
1548	-0.01	0	0
1549	-0.44	0	0
1550	-0.08	0	0
1551	-0.46	0	0
1552	-0.25	0	0
1553	-0.26	0	0
1554	-0.52	0	0
1555	-0.05	0	0
1556	-0.47	0	0
1557	-0.45	0	0
1558	-0.13	0	0
1559	-0.43	0	0
1560	-0.23	0	0
1561	-0.60	0	0
1562	-0.16	0	0
1563	-0.61	0	0
1564	-0.12	0	0
1565	-0.28	0	0
1566	-0.53	0	0
1567	-0.69	0	0
1568	-0.42	0	0
1569	-0.31	0	0
1570	-0.62	0	0
1571	-0.22	0	0
1572	-0.51	0	0
1573	-0.43	0	0
1574	-0.32	0	0
1575	-0.25	0	0
1576	-0.40	0	0
1577	-0.24	0	0
1578	-0.29	0	0
1579	-0.37	0	0
1580	-0.25	0	0
1581	-0.54	0	0
1582	-0.71	0	0
1583	-0.26	0	0
1584	-0.33	0	0
1585	-0.36	0	0
1586	-0.72	0	0
1587	-0.35	0	0
1588	-0.77	0	0
1589	-0.39	0	0
1590	-0.59	0	0
1591	-0.41	0	0
1592	-0.60	0	0
1593	-0.60	0	0
1594	-0.42	0	0
1595	-0.59	0	0
1596	-0.29	0	0
1597	-0.51	0	0
1598	-0.69	0	0
1599	-0.26	0	0
1600	-0.51	0	0
1601	-0.72	0	0
1602	-0.29	0	0
1603	-0.66	0	0
1604	-0.52	0	0
1605	-0.25	0	0
1606	-0.34	0	0
1607	-0.59	0	0
1608	-0.18	0	0
1609	-0.46	0	0
1610	-0.64	0	0
1611	-0.45	0	0
1612	-0.29	0	0
1613	-0.21	0	0
1614	-0.22	0	0
1615	-0.19	0	0
1616	-0.45	0	0
1617	-0.50	0	0
1618	-0.17	0	0
1619	-0.11	0	0
1620	-0.38	0	0
1621	-0.53	0	0
1622	-0.22	0	0
1623	-0.04	0	0
1624	-0.41	0	0
1625	-0.31	0	0
1626	-0.03	0	0
1627	-0.29	0	0
1628	-0.34	0	0
1629	-0.01	0	0
1630	-0.12	0	0
1631	-0.31	0	0
1632	-0.39	0	0
1633	-0.33	0	0
1634	-0.19	0	0
1635	-0.17	0	0
1636	-0.39	0	0
1637	-0.34	0	0
1638	0.50	0	0
1639	0.70	0	0
1640	0.50	0	0
1641	0.80	0	0
1642	0.78	0	0
1643	0.50	0	0
1644	0.32	0	0
1645	0.38	0	0
1646	0.57	0	0
1647	0.59	0	0
1648	0.45	0	0
1649	0.39	0	0
1650	0.94	0	0
1651	0.50	0	0
1652	0.68	0	0
1653	0.34	0	0
1654	0.08	0	0
1655	0.19	0	0
1656	-0.31	0	0
1657	-0.48	0	0
1658	-0.41	0	0
1659	-0.35	0	0
1660	-0.85	0	0
1661	-0.50	0	0
1662	-0.92	0	0
1663	-0.51	0	0
1664	-1.02	0	0
1665	-0.76	0	0
1666	-0.98	0	0
1667	-0.70	0	0
1668	-1.10	0	0
1669	-0.97	0	0
1670	-0.70	0	0
1671	-0.74	0	0
1672	-0.96	0	0
1673	-1.02	0	0
1674	-1.19	0	0
1675	-1.09	0	0
1676	-1.06	0	0
1677	-1.07	0	0
1678	-1.03	0	0
1679	-1.02	0	0
1680	-1.14	0	0
1681	-1.02	0	0
1682	-0.68	0	0
1683	-0.76	0	0
1684	-1.02	0	0
1685	-0.98	0	0
1686	-1.04	0	0
1687	-0.99	0	0
1688	-0.77	0	0
1689	-0.61	0	0
1690	-0.61	0	0
1691	-0.73	0	0
1692	-0.86	0	0
1693	-0.85	0	0
1694	-0.58	0	0
1695	-0.58	0	0
1696	-0.50	0	0
1697	-0.22	0	0
1698	-0.02	0	0
1699	0.26	0	0
1700	0.48	0	0
1701	0.88	0	0
1702	0.98	0	0
1703	1.23	0	0
1704	1.41	0	0
1705	1.75	0	0
1706	1.87	0	0
1707	1.67	0	0
1708	1.33	0	0
1709	1.37	0	0
1710	1.39	0	0
1711	1.09	0	0
1712	0.65	0	0
1713	0.80	0	0
1714	0.81	0	0
1715	0.34	0	0
1716	0.23	0	0
1717	0.40	0	0
1718	0.13	0	0
1719	-0.18	0	0
1720	0.04	0	0
1721	0.06	0	0
1722	-0.30	0	0
1723	-0.30	0	0
1724	-0.09	0	0
1725	-0.30	0	0
1726	-0.52	0	0
1727	-0.29	0	0
1728	0.54	0	0
1729	1.44	0	0
1730	2.97	0	0
1731	6.12	0	0
1732	10.59	0	0
1733	16.48	0	0
1734	23.80	0	0
1735	32.12	0	0
1736	42.41	0	0
1737	54.24	0	0
1738	66.75	0	0
1739	80.41	0	0
1740	95.45	0	0
1741	111.37	0	0
1742	127.93	0	0
1743	144.88	0	0
1744	162.05	0	0
1745	178.83	0	0
1746	195.23	0	0
1747	210.97	0	0
1748	226.29	0	0
1749	240.92	0	0
1750	255.16	0	0
1751	269.57	0	0
1752	284.12	0	0
1753	298.53	0	0
1754	313.04	0	0
1755	327.33	0	0
1756	341.50	0	0
1757	355.15	0	0
1758	368.53	0	0
1759	381.52	0	0
1760	393.44	0	0
1761	404.95	0	0
1762	415.95	0	0
1763	426.25	0	0
1764	436.09	0	0
1765	445.32	0	0
1766	453.55	0	0
1767	460.83	0	0
1768	467.05	0	0
1769	472.09	0	0
1770	476.51	0	0
1771	479.44	0	0
1772	482.25	0	0
1773	485.00	0	0
1774	487.68	0	0
1775	491.32	0	0
1776	495.51	0	0
1777	500.54	0	0
1778	506.10	0	0
1779	512.25	0	0
1780	518.78	0	0
1781	525.64	0	0
1782	532.05	0	0
1783	537.66	0	0
1784	542.76	0	0
1785	547.20	0	0
1786	550.91	0	0
1787	554.20	0	0
1788	557.44	0	0
1789	560.76	0	0
1790	564.42	0	0
1791	568.14	0	0
1792	572.21	0	0
1793	575.88	0	0
1794	578.82	0	0
1795	581.22	0	0
1796	582.75	0	0
1797	583.56	0	0
1798	583.78	0	0
1799	582.97	0	0
1800	579.89	0	0
1801	577.63	0	0
1802	573.61	0	0
1803	570.95	0	0
1804	566.74	0	0
1805	565.49	0	0
1806	564.24	0	0
1807	565.73	0	0
1808	568.97	0	0
1809	572.55	0	0
1810	578.33	0	0
1811	584.64	0	0
1812	590.01	0	0
1813	594.52	0	0
1814	597.56	0	0
1815	599.25	0	0
1816	599.70	0	0
1817	597.52	0	0
1818	593.57	0	0
1819	588.31	0	0
1820	583.34	0	0
1821	578.32	0	0
1822	572.81	0	0
1823	567.85	0	0
1824	564.58	0	0
1825	561.45	0	0
1826	558.42	0	0
1827	556.37	0	0
1828	555.28	0	0
1829	553.65	0	0
1830	552.02	0	0
1831	550.36	0	0
1832	549.27	0	0
1833	547.88	0	0
1834	546.72	0	0
1835	545.53	0	0
1836	545.12	0	0
1837	544.86	0	0
1838	543.58	0	0
1839	542.89	0	0
1840	542.37	0	0
1841	542.20	0	0
1842	542.04	0	0
1843	541.44	0	0
1844	541.28	0	0
1845	540.97	0	0
1846	541.41	0	0
1847	540.97	0	0
1848	542.21	0	0
1849	542.15	0	0
1850	543.17	0	0
1851	543.82	0	0
1852	543.72	0	0
1853	544.90	0	0
1854	545.24	0	0
1855	545.75	0	0
1856	546.70	0	0
1857	548.20	0	0
1858	549.56	0	0
1859	550.38	0	0
1860	550.31	0	0
1861	549.75	0	0
1862	549.24	0	0
1863	547.72	0	0
1864	545.63	0	0
1865	544.15	0	0
1866	543.09	0	0
1867	542.63	0	0
1868	541.61	0	0
1869	542.13	0	0
1870	542.67	0	0
1871	542.40	0	0
1872	543.00	0	0
1873	544.09	0	0
1874	544.18	0	0
1875	544.48	0	0
1876	545.63	0	0
1877	545.85	0	0
1878	547.37	0	0
1879	548.46	0	0
1880	548.45	0	0
1881	549.22	0	0
1882	549.07	0	0
1883	547.94	0	0
1884	547.78	0	0
1885	546.85	0	0
1886	546.21	0	0
1887	545.74	0	0
1888	545.07	0	0
1889	544.27	0	0
1890	543.76	0	0
1891	542.47	0	0
1892	540.41	0	0
1893	539.28	0	0
1894	538.84	0	0
1895	537.81	0	0
1896	537.03	0	0
1897	536.39	0	0
1898	536.22	0	0
1899	536.20	0	0
1900	536.58	0	0
1901	535.81	0	0
1902	534.32	0	0
1903	532.62	0	0
1904	530.66	0	0
1905	528.53	0	0
1906	526.63	0	0
1907	525.54	0	0
1908	524.19	0	0
1909	523.63	0	0
1910	522.30	0	0
1911	520.69	0	0
1912	519.69	0	0
1913	517.67	0	0
1914	515.91	0	0
1915	515.17	0	0
1916	514.96	0	0
1917	514.78	0	0
1918	516.31	0	0
1919	517.78	0	0
1920	519.94	0	0
1921	522.27	0	0
1922	524.55	0	0
1923	525.77	0	0
1924	528.16	0	0
1925	528.86	0	0
1926	529.16	0	0
1927	528.59	0	0
1928	526.58	0	0
1929	520.78	0	0
1930	512.56	0	0
1931	499.22	0	0
1932	483.06	0	0
1933	462.11	0	0
1934	437.71	0	0
1935	410.53	0	0
1936	382.31	0	0
1937	353.04	0	0
1938	324.69	0	0
1939	296.41	0	0
1940	271.26	0	0
1941	246.73	0	0
1942	225.22	0	0
1943	205.30	0	0
1944	187.80	0	0
1945	171.39	0	0
1946	157.32	0	0
1947	144.07	0	0
1948	132.70	0	0
1949	121.82	0	0
1950	112.21	0	0
1951	103.83	0	0
1952	95.50	0	0
1953	88.18	0	0
1954	82.02	0	0
1955	75.34	0	0
1956	70.22	0	0
1957	64.70	0	0
1958	60.19	0	0
1959	55.67	0	0
1960	51.92	0	0
1961	47.97	0	0
1962	44.80	0	0
1963	41.56	0	0
1964	38.97	0	0
1965	35.96	0	0
1966	33.34	0	0
1967	31.11	0	0
1968	29.39	0	0
1969	27.06	0	0
1970	25.56	0	0
1971	23.84	0	0
1972	22.28	0	0
1973	20.80	0	0
1974	19.23	0	0
1975	18.10	0	0
1976	17.29	0	0
1977	16.29	0	0
1978	15.10	0	0
1979	14.13	0	0
1980	13.17	0	0
1981	12.32	0	0
1982	11.89	0	0
1983	11.21	0	0
1984	10.37	0	0
1985	10.15	0	0
1986	9.38	0	0
1987	9.00	0	0
1988	8.15	0	0
1989	7.84	0	0
1990	7.66	0	0
1991	7.00	0	0
1992	6.45	0	0
1993	6.56	0	0
1994	5.92	0	0
1995	5.70	0	0
1996	5.67	0	0
1997	4.94	0	0
1998	4.95	0	0
1999	4.79	0	0
2000	4.18	0	0
2001	4.29	0	0
2002	4.23	0	0
2003	3.59	0	0
2004	3.90	0	0
2005	3.30	0	0
2006	3.14	0	0
2007	3.45	0	0
2008	2.79	0	0
2009	3.08	0	0
2010	2.72	0	0
2011	2.71	0	0
2012	2.36	0	0
2013	2.65	0	0
2014	2.09	0	0
2015	2.51	0	0
2016	1.96	0	0
2017	1.99	0	0
2018	2.09	0	0
2019	1.65	0	0
2020	1.76	0	0
2021	1.93	0	0
2022	1.61	0	0
2023	1.41	0	0
2024	1.40	0	0
2025	1.57	0	0
2026	1.60	0	0
2027	1.48	0	0
2028	1.14	0	0
2029	1.48	0	0
2030	1.05	0	0
2031	1.40	0	0
2032	0.93	0	0
2033	1.27	0	0
2034	0.79	0	0
2035	1.16	0	0
2036	0.69	0	0
2037	0.96	0	0
2038	1.18	0	0
2039	0.63	0	0
2040	0.94	0	0
2041	0.49	0	0
2042	0.79	0	0
2043	0.73	0	0
2044	0.49	0	0
2045	0.92	0	0
2046	0.34	0	0
2047	0.70	0	0
2048	0.52	0	0
2049	0.52	0	0
2050	0.70	0	0
2051	0.31	0	0
2052	0.78	0	0
2053	0.13	0	0
2054	0.67	0	0
2055	0.25	0	0
2056	0.67	0	0
2057	0.33	0	0
2058	0.21	0	0
2059	0.66	0	0
2060	0.22	0	0
2061	0.71	0	0
2062	0.32	0	0
2063	0.62	0	0
2064	0.19	0	0
2065	0.61	0	0
2066	0.27	0	0
2067	0.21	0	0
2068	0.64	0	0
2069	0.19	0	0
2070	0.57	0	0
2071	0.12	0	0
2072	0.43	0	0
2073	0.16	0	0
2074	0.35	0	0
2075	0.12	0	0
2076	0.31	0	0
2077	0.17	0	0
2078	0.23	0	0
2079	0.03	0	0
2080	0.29	0	0
2081	-0.02	0	0
2082	0.18	0	0
2083	-0.04	0	0
2084	0.31	0	0
2085	-0.18	0	0
2086	0.32	0	0
2087	-0.08	0	0
2088	0.02	0	0
2089	0.26	0	0
2090	-0.01	0	0
2091	-0.02	0	0
2092	0.07	0	0
2093	-0.23	0	0
2094	0.07	0	0
2095	-0.07	0	0
2096	0.02	0	0
2097	-0.04	0	0
2098	-0.16	0	0
2099	-0.00	0	0
2100	-0.16	0	0
2101	0.02	0	0
2102	-0.37	0	0
2103	0.06	0	0
2104	-0.18	0	0
2105	-0.13	0	0
2106	0.04	0	0
2107	-0.28	0	0
2108	0.12	0	0
2109	-0.31	0	0
2110	-0.04	0	0
2111	-0.13	0	0
2112	-0.27	0	0
2113	-0.04	0	0
2114	-0.40	0	0
2115	0.06	0	0
2116	-0.31	0	0
2117	-0.03	0	0
2118	-0.40	0	0
2119	-0.19	0	0
2120	-0.19	0	0
2121	-0.30	0	0
2122	-0.13	0	0
2123	-0.32	0	0
2124	-0.12	0	0
2125	-0.48	0	0
2126	-0.00	0	0
2127	-0.50	0	0
2128	-0.11	0	0
2129	-0.31	0	0
2130	-0.38	0	0
2131	-0.04	0	0
2132	-0.46	0	0
2133	-0.27	0	0
2134	-0.05	0	0
2135	-0.32	0	0
2136	-0.55	0	0
2137	-0.08	0	0
2138	-0.43	0	0
2139	-0.06	0	0
2140	-0.39	0	0
2141	-0.27	0	0
2142	-0.33	0	0
2143	-0.45	0	0
2144	-0.31	0	0
2145	-0.34	0	0
2146	-0.37	0	0
2147	-0.29	0	0
2148	-0.19	0	0
2149	-0.45	0	0
2150	-0.24	0	0
2151	-0.36	0	0
2152	-0.15	0	0
2153	-0.48	0	0
2154	0.07	0	0
2155	-0.35	0	0
2156	-0.04	0	0
2157	-0.27	0	0
2158	-0.25	0	0
2159	-0.13	0	0
2160	-0.27	0	0
2161	0.03	0	0
2162	-0.43	0	0
2163	0.05	0	0
2164	-0.08	0	0
2165	-0.30	0	0
2166	0.06	0	0
2167	-0.17	0	0
2168	-0.28	0	0
2169	0.10	0	0
2170	0.09	0	0
2171	-0.20	0	0
2172	0.08	0	0
2173	0.04	0	0
2174	-0.17	0	0
2175	-0.28	0	0
2176	0.23	0	0
2177	-0.25	0	0
2178	0.04	0	0
2179	-0.19	0	0
2180	-0.06	0	0
2181	0.19	0	0
2182	-0.23	0	0
2183	0.24	0	0
2184	-0.24	0	0
2185	-0.18	0	0
2186	0.16	0	0
2187	0.18	0	0
2188	0.74	0	0
2189	1.02	0	0
2190	0.77	0	0
2191	1.14	0	0
2192	0.59	0	0
2193	0.87	0	0
2194	0.43	0	0
2195	0.78	0	0
2196	0.59	0	0
2197	0.49	0	0
2198	0.95	0	0
2199	0.51	0	0
2200	0.88	0	0
2201	0.27	0	0
2202	0.42	0	0
2203	-0.05	0	0
2204	0.20	0	0
2205	-0.31	0	0
2206	-0.36	0	0
2207	-0.28	0	0
2208	-0.59	0	0
2209	-0.50	0	0
2210	-0.56	0	0
2211	-0.79	0	0
2212	-0.53	0	0
2213	-0.99	0	0
2214	-0.49	0	0
2215	-0.96	0	0
2216	-0.75	0	0
2217	-0.75	0	0
2218	-0.98	0	0
2219	-0.59	0	0
2220	-0.84	0	0
2221	-1.01	0	0
2222	-0.50	0	0
2223	-0.97	0	0
2224	-0.56	0	0
2225	-1.03	0	0
2226	-0.56	0	0
2227	-1.02	0	0
2228	-0.55	0	0
2229	-1.03	0	0
2230	-0.55	0	0
2231	-0.92	0	0
2232	-0.71	0	0
2233	-0.85	0	0
2234	-0.86	0	0
2235	-0.42	0	0
2236	-0.82	0	0
2237	-0.84	0	0
2238	-0.57	0	0
2239	-0.84	0	0
2240	-0.68	0	0
2241	-0.58	0	0
2242	-0.84	0	0
2243	-0.77	0	0
2244	-0.32	0	0
2245	-0.53	0	0
2246	-0.09	0	0
2247	-0.12	0	0
2248	0.37	0	0
2249	0.54	0	0
2250	0.62	0	0
2251	1.32	0	0
2252	1.22	0	0
2253	1.86	0	0
2254	1.65	0	0
2255	2.13	0	0
2256	1.78	0	0
2257	1.94	0	0
2258	1.78	0	0
2259	1.45	0	0
2260	1.61	0	0
2261	1.46	0	0
2262	1.22	0	0
2263	0.87	0	0
2264	0.57	0	0
2265	0.68	0	0
2266	0.73	0	0
2267	0.40	0	0
2268	0.02	0	0
2269	0.05	0	0
2270	0.23	0	0
2271	-0.07	0	0
2272	-0.42	0	0
2273	-0.20	0	0
2274	-0.02	0	0
2275	-0.18	0	0
2276	-0.40	0	0
2277	-0.32	0	0
2278	0.50	0	0
2279	1.27	0	0
2280	2.90	0	0
2281	6.28	0	0
2282	10.19	0	0
2283	15.55	0	0
2284	22.91	0	0
2285	31.76	0	0
2286	41.86	0	0
2287	53.69	0	0
2288	67.32	0	0
2289	82.64	0	0
2290	98.82	0	0
2291	115.79	0	0
2292	134.09	0	0
2293	152.13	0	0
2294	169.72	0	0
2295	187.68	0	0
2296	204.55	0	0
2297	220.39	0	0
2298	236.48	0	0
2299	250.84	0	0
2300	265.83	0	0
2301	280.10	0	0
2302	293.28	0	0
2303	306.96	0	0
2304	319.28	0	0
2305	331.18	0	0
2306	342.95	0	0
2307	353.32	0	0
2308	364.54	0	0
2309	374.93	0	0
2310	385.77	0	0
2311	398.02	0	0
2312	409.29	0	0
2313	421.19	0	0
2314	433.89	0	0
2315	445.13	0	0
2316	455.81	0	0
2317	466.06	0	0
2318	474.80	0	0
2319	481.93	0	0
2320	489.64	0	0
2321	495.39	0	0
2322	500.08	0	0
2323	504.80	0	0
2324	508.15	0	0
2325	510.92	0	0
2326	514.12	0	0
2327	516.05	0	0
2328	517.59	0	0
2329	519.63	0	0
2330	521.81	0	0
2331	523.63	0	0
2332	526.66	0	0
2333	531.24	0	0
2334	537.16	0	0
2335	543.44	0	0
2336	550.71	0	0
2337	558.80	0	0
2338	567.06	0	0
2339	573.86	0	0
2340	579.24	0	0
2341	583.96	0	0
2342	586.83	0	0
2343	587.18	0	0
2344	586.77	0	0
2345	586.09	0	0
2346	584.01	0	0
2347	581.83	0	0
2348	580.54	0	0
2349	578.51	0	0
2350	578.03	0	0
2351	576.18	0	0
2352	575.35	0	0
2353	574.19	0	0
2354	571.99	0	0
2355	570.46	0	0
2356	568.92	0	0
2357	566.29	0	0
2358	563.89	0	0
2359	562.09	0	0
2360	561.17	0	0
2361	559.88	0	0
2362	558.45	0	0
2363	556.82	0	0
2364	555.42	0	0
2365	554.20	0	0
2366	552.03	0	0
2367	550.13	0	0
2368	549.89	0	0
2369	549.69	0	0
2370	549.74	0	0
2371	550.93	0	0
2372	553.28	0	0
2373	555.56	0	0
2374	557.61	0	0
2375	559.44	0	0
2376	560.18	0	0
2377	561.10	0	0
2378	561.29	0	0
2379	560.64	0	0
2380	559.11	0	0
2381	556.98	0	0
2382	554.45	0	0
2383	553.22	0	0
2384	551.19	0	0
2385	549.25	0	0
2386	549.05	0	0
2387	548.39	0	0
2388	547.28	0	0
2389	547.40	0	0
2390	547.14	0	0
2391	545.76	0	0
2392	545.44	0	0
2393	543.50	0	0
2394	541.42	0	0
2395	540.25	0	0
2396	538.04	0	0
2397	536.65	0	0
2398	536.14	0	0
2399	535.25	0	0
2400	535.60	0	0
2401	534.85	0	0
2402	535.00	0	0
2403	535.28	0	0
2404	534.54	0	0
2405	533.67	0	0
2406	533.42	0	0
2407	533.12	0	0
2408	531.80	0	0
2409	532.21	0	0
2410	532.37	0	0
2411	532.45	0	0
2412	533.47	0	0
2413	535.44	0	0
2414	536.28	0	0
2415	537.53	0	0
2416	539.64	0	0
2417	541.34	0	0
2418	542.58	0	0
2419	544.76	0	0
2420	547.58	0	0
2421	549.70	0	0
2422	551.62	0	0
2423	554.24	0	0
2424	554.67	0	0
2425	555.35	0	0
2426	555.34	0	0
2427	553.98	0	0
2428	552.65	0	0
2429	551.83	0	0
2430	549.40	0	0
2431	547.59	0	0
2432	546.23	0	0
2433	545.00	0	0
2434	544.51	0	0
2435	544.41	0	0
2436	544.04	0	0
2437	543.47	0	0
2438	544.21	0	0
2439	543.91	0	0
2440	544.24	0	0
2441	544.83	0	0
2442	543.89	0	0
2443	543.42	0	0
2444	542.55	0	0
2445	540.19	0	0
2446	538.29	0	0
2447	536.70	0	0
2448	534.40	0	0
2449	532.42	0	0
2450	531.46	0	0
2451	531.78	0	0
2452	531.80	0	0
2453	531.80	0	0
2454	532.15	0	0
2455	532.27	0	0
2456	532.02	0	0
2457	531.67	0	0
2458	531.24	0	0
2459	530.65	0	0
2460	530.17	0	0
2461	529.53	0	0
2462	529.39	0	0
2463	529.32	0	0
2464	528.66	0	0
2465	527.94	0	0
2466	527.09	0	0
2467	527.46	0	0
2468	526.51	0	0
2469	526.88	0	0
2470	526.34	0	0
2471	526.82	0	0
2472	527.14	0	0
2473	526.28	0	0
2474	526.62	0	0
2475	525.69	0	0
2476	524.73	0	0
2477	523.17	0	0
2478	519.14	0	0
2479	513.79	0	0
2480	504.94	0	0
2481	492.05	0	0
2482	476.50	0	0
2483	457.07	0	0
2484	433.12	0	0
2485	407.98	0	0
2486	379.79	0	0
2487	351.92	0	0
2488	323.00	0	0
2489	296.31	0	0
2490	270.09	0	0
2491	246.48	0	0
2492	224.33	0	0
2493	204.42	0	0
2494	187.02	0	0
2495	170.66	0	0
2496	156.53	0	0
2497	143.48	0	0
2498	131.61	0	0
2499	121.45	0	0
2500	111.57	0	0
2501	103.18	0	0
2502	94.95	0	0
2503	87.81	0	0
2504	81.31	0	0
2505	74.91	0	0
2506	69.86	0	0
2507	64.26	0	0
2508	59.90	0	0
2509	55.27	0	0
2510	51.61	0	0
2511	47.89	0	0
2512	44.24	0	0
2513	41.50	0	0
2514	38.32	0	0
2515	35.94	0	0
2516	33.04	0	0
2517	31.16	0	0
2518	28.85	0	0
2519	27.02	0	0
2520	25.09	0	0
2521	23.63	0	0
2522	21.94	0	0
2523	20.70	0	0
2524	19.08	0	0
2525	18.14	0	0
2526	16.65	0	0
2527	16.05	0	0
2528	15.02	0	0
2529	13.99	0	0
2530	13.06	0	0
2531	12.23	0	0
2532	11.70	0	0
2533	10.64	0	0
2534	10.45	0	0
2535	9.45	0	0
2536	9.17	0	0
2537	8.73	0	0
2538	8.03	0	0
2539	7.46	0	0
2540	7.51	0	0
2541	6.88	0	0
2542	6.34	0	0
2543	6.22	0	0
2544	5.93	0	0
2545	5.75	0	0
2546	5.37	0	0
2547	5.22	0	0
2548	4.76	0	0
2549	4.31	0	0
2550	4.07	0	0
2551	3.87	0	0
2552	3.60	0	0
2553	3.58	0	0
2554	3.53	0	0
2555	3.21	0	0
2556	2.90	0	0
2557	2.76	0	0
2558	2.66	0	0
2559	2.60	0	0
2560	2.62	0	0
2561	2.62	0	0
2562	2.42	0	0
2563	2.00	0	0
2564	2.11	0	0
